Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_007712705.1	GH55(192-942)	GH0(23)+GH55(2)	CBM50+GH55	3
XP_007712710.1	GH47(50-507)	GH47(2)	GH47	3
XP_007712756.1	GH47(110-584)	GH47(2)	GH47	3
XP_007712765.1	AA3_2(23-605)	AA3(3)	AA3_2	3
XP_007712767.1	GH105(36-368)	GH105(20)	GH105	3
XP_007712799.1	AA12(28-427)	AA12(1)	AA12	3
XP_007712833.1	AA4(30-564)	AA4(2)	AA4	3
XP_007712853.1	GH2(36-910)	GH2(10)+CBM67(4)	GH2	3
XP_007712875.1	GH13_40(31-388)	GH13(9)	GH13_40	3
XP_007712899.1	PL26(23-913)	PL26(1)	PL26	3
XP_007712909.1	AA2(44-246)	-	-	1
XP_007712916.1	AA9(10-241)	-	-	1
XP_007712924.1	GT1(65-431)	-	GT1	2
XP_007712926.1	GH63(553-764)	-	GH63	2
XP_007712954.1	GH27(131-347)	GH27(19)+CBM35(38)	CBM35+GH27+3.2.1.22+3.2.1.88	3
XP_007712993.1	CE5(30-231)	-	-	1
XP_007713041.1	CE12(32-242)	CE12(13)	CE12	3
XP_007713043.1	GT39(65-303)	GT39(3)	GT39	3
XP_007713053.1	GH43_13(9-308)	GH43(109)	GH43_13	3
XP_007713089.1	AA7(67-341)	-	-	1
XP_007713115.1	CE10(121-261)	-	-	1
XP_007713144.1	GH17(15-261)	-	GH17	2
XP_007713159.1	GH79(47-515)	GH79(8)	GH79	3
XP_007713246.1	AA5_2(158-700)	AA5(6)+CBM32(35)	AA5_2	3
XP_007713258.1	AA11(18-216)	AA11(3)	-	2
XP_007713293.1	GH43_26(26-323)	-	GH43_26	2
XP_007713294.1	CE5(30-236)	CE5(25)	CE5	3
XP_007713331.1	GT34(148-409)	GT34(7)	GT34	3
XP_007713347.1	GT90(676-977)	GT90(4)	GT90	3
XP_007713369.1	GT2_Glyco_tranf_2_3(203-411)	-	GT2	2
XP_007713396.1	CE10(464-694)	-	-	1
XP_007713403.1	GH135(5-240)	GH135(10)	GH135	3
XP_007713410.1	GH125(96-527)	GH125(2)	GH125	3
XP_007713429.1	GH79(45-410)	-	GH79	2
XP_007713444.1	GH5_9(89-390)	GH5(5)	GH5_9+3.2.1.58	3
XP_007713463.1	GT39(68-313)	GT39(2)	GT39	3
XP_007713479.1	PL4_1(17-527)	PL4(5)	PL4_1+4.2.2.23	3
XP_007713524.1	GT59(32-490)	GT59(2)	GT59	3
XP_007713565.1	AA9(9-231)	-	-	1
XP_007713699.1	GH6(64-356)	GH6(1)+CBM2(3)+CBM3(5)	GH6	3
XP_007713731.1	AA2(34-256)	-	-	1
XP_007713735.1	AA9(4-224)	AA9(7)+CBM1(25)	AA9+CBM1	3
XP_007713750.1	GH5_49(113-410)	GH5(25)	GH5_49	3
XP_007713755.1	AA1_3(218-525)	AA1(8)	AA1_3+1.10.3.2	3
XP_007713780.1	AA12(26-421)	AA12(1)	AA12+AA8	3
XP_007713781.1	GH6(55-352)	GH6(14)	GH6	3
XP_007713805.1	GT32(50-134)	-	GT32	2
XP_007713906.1	GT35(160-882)	GT35(1)	GT35	3
XP_007713929.1	GH32(57-407)	-	GH32	2
XP_007713972.1	GH16(271-601)	GH16(5)	GH16	3
XP_007713980.1	CE10(174-344)	-	-	1
XP_007713984.1	GH93(51-336)	-	GH93	2
XP_007713985.1	CE1(45-176)	CE1(10)+CBM2(29)	-	2
XP_007713998.1	GH115(43-697)	GH115(1)	GH115	3
XP_007714002.1	GH93(49-358)	GH93(1)	GH93	3
XP_007714003.1	AA9(10-235)	AA9(1)+CBM1(12)	AA9	3
XP_007714008.1	GH76(44-356)	-	-	1
XP_007714010.1	PL3_2(41-227)	PL3(9)	PL3_2	3
XP_007714097.1	GH7(22-406)	GH7(5)+CBM1(1)	GH7	3
XP_007714139.1	CE5(36-243)	-	-	1
XP_007714150.1	GH16(95-306)	-	GH16	2
XP_007714152.1	AA3_2(38-614)	-	AA3_2	2
XP_007714156.1	AA2(32-256)	-	-	1
XP_007714158.1	CE4(140-266)	CE4(143)+CBM18(7)	CBM18+CE4	3
XP_007714163.1	AA7(56-265)	-	-	1
XP_007714177.1	GH45(25-224)	GH45(1)+CBM1(6)	GH45	3
XP_007714192.1	GH16(87-247)	GH16(55)	GH16	3
XP_007714227.1	GH76(37-404)	GH76(10)	GH76	3
XP_007714271.1	GH31(232-718)	GH31(24)	GH31	3
XP_007714373.1	PL3_2(32-221)	PL3(9)+CBM13(31)	PL3_2	3
XP_007714387.1	GH79(44-490)	GH79(11)	GH79	3
XP_007714418.1	AA7(56-488)	-	-	1
XP_007714437.1	GT2_Chitin_synth_1(265-427)+GT2_Chitin_synth_2(405-606)	GT2(2)	GT2	3
XP_007714461.1	GT34(167-362)	-	GT34	2
XP_007714472.1	CE10(85-312)	-	-	1
XP_007714474.1	GH3(70-318)	GH3(33)	GH3	3
XP_007714487.1	AA7(27-198)	-	-	1
XP_007714506.1	GH43_14(27-258)	GH43(96)	GH43_14	3
XP_007714514.1	AA7(66-268)	-	-	1
XP_007714581.1	GH18(320-570)	-	GH18	2
XP_007714618.1	PL3_2(59-245)	-	PL3_2	2
XP_007714630.1	CE10(155-316)	-	-	1
XP_007714643.1	GH5_16(39-370)	GH5(133)	GH5_16	3
XP_007714644.1	GH88(66-399)	GH88(11)	GH88	3
XP_007714674.1	AA3_2(21-606)	AA3(3)	AA3_2	3
XP_007714731.1	GT66(24-671)	GT66(1)	GT66	3
XP_007714754.1	CE10(90-247)	-	-	1
XP_007714765.1	GH43_6(31-317)	-	GH43_6	2
XP_007714804.1	GT34(72-282)	-	GT34	2
XP_007714824.1	GH7(23-451)	GH7(1)+CBM1(1)	GH7	3
XP_007714857.1	AA7(58-271)	-	-	1
XP_007714878.1	CE5(77-249)	CE5(18)	CE5	3
XP_007714888.1	GH28(74-429)	GH28(18)	GH28+3.2.1.67	3
XP_007714893.1	CE10(40-293)	-	-	1
XP_007714906.1	GH3(134-383)	GH3(22)	GH3	3
XP_007714916.1	AA2(81-324)	-	-	1
XP_007714925.1	GH45(24-224)	GH45(1)+CBM1(6)	-	2
XP_007714952.1	CE5(169-336)	CE5(24)	CE5	3
XP_007714980.1	GH31(323-879)	GH31(35)	GH31	3
XP_007715015.1	AA3_2(49-676)	AA3(6)	AA3	3
XP_007715023.1	CE10(13-271)	-	-	1
XP_007715042.1	GH131(20-260)	GH131(1)+CBM1(21)	GH131	3
XP_007715073.1	AA11(8-194)	AA11(1)	-	2
XP_007715096.1	CE10(103-310)	-	-	1
XP_007715116.1	GH3(95-306)	GH3(13)+CBM1(30)	GH3	3
XP_007715126.1	GH35(35-369)	GH35(31)	GH35	3
XP_007715160.1	GH18(102-273)	GH18(16)+CBM18(6)+CBM2(6)	-	2
XP_007715171.1	AA4(77-329)	-	-	1
XP_007715177.1	GH35(54-399)	GH35(18)	GH35	3
XP_007715201.1	GH5_31(80-261)	-	-	1
XP_007715215.1	GH5_7(60-338)	GH5(39)+CBM1(14)+CBM27(1)	GH5_7	3
XP_007715251.1	GH20(165-502)	GH20(74)	GH20	3
