Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_002583408.1	GH18(88-434)	GH18(20)+CBM12(6)+CBM16(5)+CBM5(14)	CBM50+GH18	3
XP_002583448.1	CE10(636-1054)	-	-	1
XP_002583568.1	GT2_Chitin_synth_2(1106-1539)	GT2(161)	GT2	3
XP_002583569.1	GT2_Chitin_synth_2(1048-1555)	GT2(161)	GT2	3
XP_002583594.1	GH81(207-872)	GH81(1)	GH81	3
XP_002583607.1	GH20(170-540)	GH20(17)	GH20+3.2.1.52	3
XP_002583724.1	GH16(52-201)	-	-	1
XP_002583725.1	GT90(537-829)	GT90(9)	GT90	3
XP_002583760.1	GH18(515-865)	GH18(102)+CBM18(5)	CBM18+CBM50+GH18	3
XP_002583791.1	AA6(4-199)	AA6(1)	AA6	3
XP_002583794.1	GH18(41-325)	-	GH18	2
XP_002583811.1	CE10(36-309)	-	-	1
XP_002583846.1	GT24(1142-1389)	GT24(1)	GT24+2.4.1.-	3
XP_002583855.1	GT1(91-503)	GT1(7)	GT1	3
XP_002583946.1	GH37(144-704)	GH37(2)	GH37	3
XP_002583969.1	GT20(241-646)	GT20(4)	GT20	3
XP_002584080.1	GH18(10-296)	GH18(45)+CBM12(11)+CBM18(6)+CBM2(6)+CBM5(9)	CBM18+GH18	3
XP_002584081.1	GH55(534-891)	GH0(23)+GH55(9)	CBM50+GH55	3
XP_002584161.1	GH47(97-581)	GH47(2)	GH47	3
XP_002584172.1	GH125(89-522)	GH125(2)	GH125	3
XP_002584179.1	GT57(17-457)	GT57(2)	GT57	3
XP_002584284.1	GH47(115-600)	GH47(2)	GH47	3
XP_002584316.1	GH16(74-234)	GH16(22)	GH16	3
XP_002584358.1	GT69(132-391)	GT69(3)	GT69	3
XP_002584365.1	GT15(115-225)+GT15(226-394)	GT15(3)	GT15	3
XP_002584429.1	GT34(64-185)	GT34(5)	-	2
XP_002584563.1	GT58(29-232)	GT58(1)	-	2
XP_002584589.1	GH15(51-455)+CBM20(516-605)	GH15(14)+CBM20(5)	CBM20+GH15+3.2.1.3	3
XP_002584599.1	GT76(27-225)	-	-	1
XP_002584769.1	GH72(20-329)+CBM43(378-469)	GH72(2)+CBM43(12)	CBM43+GH72	3
XP_002584772.1	GT48(434-1076)	GT48(1)	GT48+2.4.1.34	3
XP_002584779.1	GH47(189-834)	GH47(2)	GH47	3
XP_002584826.1	AA7(313-555)	-	-	1
XP_002584865.1	GT62(99-363)	GT62(6)	GT62	3
XP_002585195.1	GH17(24-301)	GH17(25)	GH17	3
XP_002585267.1	GH76(11-375)	GH76(2)	GH76	3
XP_002585296.1	GT90(190-448)	-	-	1
XP_002585310.1	GT1(66-430)	-	GT1	2
XP_002585341.1	GH13_25(1042-1451)	GH133(2)	GH13_25+GH133	3
XP_002584781.1	-	GH17(5)	-	1
XP_002543225.1	-	GH36(24)	GH36	2
XP_002543996.1	-	AA3(2)	-	1
XP_002584752.1	-	GT20(2)	GT20	2
XP_002544980.1	-	GT31(15)	GT31	2
XP_002543055.1	-	GT31(24)	GT31	2
XP_002543868.1	-	GT31(26)	-	1
XP_002543453.1	-	GT33(2)	-	1
XP_002583742.1	-	GT41(17)	GT41	2
XP_002584771.1	-	GT48(9)	GT48+2.4.1.34	2
XP_002542865.1	-	GT50(1)	-	1
XP_002583610.1	-	CBM10(1)	-	1
XP_002582878.1	-	CBM12(17)	-	1
XP_002541411.1	-	CBM18(25)	CBM18	2
XP_002544020.1	-	CBM5(49)	-	1
XP_002542859.1	-	CBM57(16)	-	1
XP_002583247.1	-	CBM57(16)	-	1
XP_002541862.1	-	CBM57(16)	-	1
XP_002584331.1	-	CBM57(16)	-	1
XP_002545150.1	-	CBM57(16)	-	1
XP_002540651.1	-	-	CBM43	1
XP_002540744.1	-	-	CBM50	1
XP_002540771.1	-	-	GH132	1
XP_002540899.1	-	-	CBM18+GH18	1
XP_002541044.1	-	-	CBM48+GH13_8	1
XP_002541078.1	-	-	CBM50	1
XP_002541116.1	-	-	GT4	1
XP_002541419.1	-	-	GH9	1
XP_002541437.1	-	-	CBM50	1
XP_002541572.1	-	-	GT30	1
XP_002541584.1	-	-	GH18	1
XP_002542022.1	-	-	GT13	1
XP_002542048.1	-	-	GT4	1
XP_002542147.1	-	-	GH19	1
XP_002542160.1	-	-	CE4	1
XP_002542493.1	-	-	GT95	1
XP_002542512.1	-	-	GT8	1
XP_002542569.1	-	-	GH47	1
XP_002542627.1	-	-	GT7	1
XP_002543088.1	-	-	GH71	1
XP_002543197.1	-	-	GT2	1
XP_002543412.1	-	-	GH76	1
XP_002543744.1	-	-	GH18	1
XP_002543943.1	-	-	GH72	1
XP_002543944.1	-	-	GT15	1
XP_002544082.1	-	-	GH2	1
XP_002544171.1	-	-	GT31	1
XP_002544185.1	-	-	GT2	1
XP_002544251.1	-	-	GH18	1
XP_002544288.1	-	-	GH71	1
XP_002544306.1	-	-	CBM48+GH13_8	1
XP_002544359.1	-	-	GH18+GH31	1
XP_002544486.1	-	-	CBM5	1
XP_002544581.1	-	-	GT7	1
XP_002544808.1	-	-	GH131	1
XP_002544826.1	-	-	CE8	1
XP_002544901.1	-	-	GH30_7	1
XP_002544944.1	-	-	GT2	1
XP_002544992.1	-	-	CBM20+GH15	1
XP_002582299.1	-	-	GH152	1
XP_002582308.1	-	-	GH6	1
XP_002582392.1	-	-	GT47	1
XP_002582409.1	-	-	CBM50	1
XP_002582561.1	-	-	GH75	1
XP_002582643.1	-	-	GT31	1
XP_002582704.1	-	-	CE3	1
XP_002582734.1	-	-	GT22	1
XP_002582747.1	-	-	GH78+GH79	1
XP_002582851.1	-	-	CBM13+GT27	1
XP_002583090.1	-	-	CBM50	1
XP_002583117.1	-	-	CBM20+GH15	1
XP_002583699.1	-	-	GH18	1
XP_002583929.1	-	-	CE4	1
XP_002584013.1	-	-	GH37	1
XP_002584177.1	-	-	GT57	1
XP_002584518.1	-	-	GT22	1
XP_002584534.1	-	-	GT0	1
XP_002584535.1	-	-	GT0	1
XP_002584801.1	-	-	GH28	1
XP_002584803.1	-	-	AA1	1
XP_002584864.1	-	-	GH0	1
XP_002585203.1	-	-	GH6	1
XP_002585274.1	-	-	GH93	1
XP_002585342.1	-	-	GH13_25+GH133	1
