Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_014553747.1	GH6(64-356)	GH6(1)+CBM2(3)+CBM3(5)	GH6	3
XP_014553756.1	GH31(173-598)	GH31(6)	GH31	3
XP_014553757.1	GT4(485-655)	-	GT4	2
XP_014553765.1	GT8(13-287)	-	GT8	2
XP_014553778.1	GH43_14(24-304)	GH43(96)	GH43_14	3
XP_014553784.1	GH18(230-575)	GH18(45)+CBM18(6)	CBM18+GH18	3
XP_014553787.1	GH10(93-390)	GH10(4)+CBM1(2)+CBM2(2)	CBM1+GH10	3
XP_014553789.1	GH32(43-394)	-	GH32	2
XP_014553792.1	CE10(97-279)	-	-	1
XP_014553794.1	GT1(370-677)	GT1(76)	GT1	3
XP_014553797.1	AA9(6-230)	AA9(3)+CBM1(40)	AA9+CBM1	3
XP_014553848.1	GH79(44-490)	GH79(11)	GH79	3
XP_014553861.1	PL3_2(32-221)	PL3(9)+CBM13(31)	PL3_2	3
XP_014553878.1	GH131(19-255)	GH131(1)+CBM1(21)	GH131	3
XP_014553893.1	GT22(5-397)	GT22(3)	GT22	3
XP_014553909.1	GT8(91-311)	-	GT8	2
XP_014553912.1	GH18(33-381)	-	GH18	2
XP_014553921.1	AA9(9-255)	-	AA9	2
XP_014553966.1	GT2_Chitin_synth_1(1091-1253)+GT2_Chitin_synth_2(1230-1457)	GT2(9)	GT2	3
XP_014554032.1	AA9(10-231)	-	-	1
XP_014554058.1	CE10(43-329)	-	-	1
XP_014554068.1	GT32(76-155)	GT32(3)	GT32	3
XP_014554077.1	CE1(46-235)	-	-	1
XP_014554128.1	AA3_2(36-617)	-	AA3_2	2
XP_014554141.1	AA9(8-237)	-	AA9	2
XP_014554171.1	GH105(60-398)	-	GH105	2
XP_014554188.1	GH152(49-329)+GH2(394-1124)	GH2(21)	GH152+GH2	3
XP_014554225.1	AA9(10-241)	-	-	1
XP_014554230.1	AA2(34-256)	-	-	1
XP_014554243.1	AA2(44-250)	-	-	1
XP_014554266.1	AA9(4-224)	AA9(7)+CBM1(25)	AA9+CBM1	3
XP_014554267.1	AA1_3(213-520)	AA1(8)	AA1_3+1.10.3.2	3
XP_014554273.1	GH5_49(113-410)	GH5(25)	GH5_49	3
XP_014554327.1	GH43_24(49-289)	CBM35(35)	CBM35+GH43_24	3
XP_014554328.1	PL3_2(32-215)	PL3(9)	PL3_2	3
XP_014554338.1	GH18(87-415)	CBM18(17)	CBM18+GH18	3
XP_014554449.1	AA9(11-223)	AA9(7)+CBM1(25)	AA9+CBM1	3
XP_014554467.1	AA3_2(38-671)	AA3(6)	AA3	3
XP_014554497.1	CE10(66-412)	-	-	1
XP_014554517.1	GT2_Glyco_tranf_2_3(91-321)	-	GT2	2
XP_014554530.1	AA3_2(64-519)	-	-	1
XP_014554540.1	GT20(133-660)	GT20(4)	GT20	3
XP_014554558.1	AA9(7-232)	AA9(6)	AA9	3
XP_014554567.1	AA9(9-208)	AA9(4)+CBM1(15)	AA9	3
XP_014554643.1	AA7(55-489)	AA7(3)	AA7	3
XP_014554667.1	AA8(4-773)	AA3(10)+AA8(3)+CBM1(10)	AA3_1+AA8	3
XP_014554672.1	CE10(134-507)	-	-	1
XP_014554690.1	GH18(320-571)	-	GH18	2
XP_014554698.1	AA1_2(38-381)	AA1(4)	AA1_2	3
XP_014554734.1	GT34(167-362)	-	GT34	2
XP_014554756.1	CE10(85-312)	-	-	1
XP_014554759.1	GH3(70-318)	GH3(33)	GH3	3
XP_014554804.1	AA7(66-503)	-	-	1
XP_014554825.1	GH47(50-507)	GH47(2)	GH47	3
XP_014554880.1	AA3_2(34-598)	AA3(28)	AA3_2	3
XP_014554941.1	AA7(59-270)	-	-	1
XP_014554950.1	GH20(184-553)	GH20(17)	GH20	3
XP_014554969.1	GH47(134-616)	GH47(2)	GH47	3
XP_014554975.1	GH12(90-237)	GH12(6)	GH12+3.2.1.73	3
XP_014554976.1	AA9(5-217)	AA9(12)	AA9+CBM1	3
XP_014554983.1	GT8(60-305)	GT8(87)	GT8	3
XP_014555021.1	GT90(156-394)	-	-	1
XP_014555032.1	PL3_2(59-245)	-	PL3_2	2
XP_014555059.1	CE12(32-242)	CE12(13)	CE12	3
XP_014555126.1	AA3_1(19-551)	AA3(18)	AA3_1	3
XP_014555132.1	AA3_1(224-735)	-	AA3_1	2
XP_014555138.1	GH95(23-796)	GH95(19)	GH95	3
XP_014555282.1	GH18(56-406)	GH18(45)+CBM12(11)+CBM18(6)	CBM18+GH18	3
XP_014555283.1	GH55(192-942)	GH0(23)+GH55(2)	CBM50+GH55	3
XP_014555286.1	CE10(1-157)	-	-	1
XP_014555298.1	GT66(24-671)	GT66(1)	GT66	3
XP_014555309.1	GH38(288-546)	GH38(5)	GH38	3
XP_014555364.1	AA1_2(109-479)	AA1(8)	AA1	3
XP_014555368.1	GH62(26-295)	GH62(1)+CBM1(23)+CBM13(3)	GH62+3.2.1.55	3
XP_014555375.1	PL3_2(44-229)	PL3(9)	PL3_2	3
XP_014555379.1	AA1_3(64-379)	AA1(5)	AA1_3	3
XP_014555408.1	GT2_Glyco_trans_2_3(520-727)	GT0(19)	GT0	3
XP_014555409.1	AA7(57-278)	-	-	1
XP_014555417.1	AA12(28-427)	AA12(1)	AA12	3
XP_014555447.1	GH16(136-470)	GH16(37)+CBM6(15)	GH16	3
XP_014555472.1	AA5_2(19-527)	AA5(6)+CBM32(35)	AA5_2	3
XP_014555473.1	GT1(258-582)	GT1(76)	GT1	3
XP_014555482.1	AA7(174-442)	-	-	1
XP_014555549.1	GH131(39-307)	-	-	1
XP_014555556.1	AA9(6-221)	AA9(15)	AA9	3
XP_014555562.1	GH72(15-326)+CBM43(379-461)	GH72(2)+CBM43(12)	CBM43+GH72	3
XP_014555563.1	GT48(853-1633)	GT48(1)	GT48	3
XP_014555583.1	GH27(21-364)	GH27(16)	GH27	3
XP_014555634.1	GT90(702-990)	GT90(9)	GT90	3
XP_014555639.1	AA7(159-593)	-	-	1
XP_014555688.1	GH13_40(31-388)	GH13(9)	GH13_40	3
XP_014555718.1	GH2(36-910)	GH2(10)+CBM67(4)	GH2	3
XP_014555720.1	AA4(30-564)	AA4(2)	AA4	3
XP_014555824.1	AA7(85-298)	-	-	1
XP_014555907.1	GH128(246-462)	-	GH128	2
XP_014555978.1	AA3_2(47-616)	-	AA3_2	2
XP_014555995.1	GH16(53-245)	GH16(14)	GH16	3
XP_014556005.1	AA3(12-537)	AA3(9)	AA3_2	3
XP_014556020.1	GT2_Glycos_transf_2(11-181)	GT2(122)	GT2	3
XP_014556085.1	AA3_2(24-639)	AA3(6)	AA3	3
XP_014556153.1	GH55(40-783)	GH0(23)+GH55(2)	GH55+3.2.1.58	3
XP_014556166.1	GH65(383-748)	GH65(13)+CBM32(118)	GH65	3
XP_014556180.1	AA7(55-487)	AA7(2)	AA7+CBM1	3
XP_014556196.1	GT69(133-374)	GT69(4)	GT69	3
XP_014556212.1	GH18(15-358)	GH18(45)+CBM18(6)+CBM2(6)	CBM18+GH18	3
XP_014556214.1	GH146(41-557)	GH146(2)+CBM13(17)	CBM13+GH146	3
XP_014556216.1	GT1(108-511)	GT1(76)	GT1	3
XP_014556217.1	GH78(381-782)	GH78(30)	GH78	3
XP_014556243.1	CE10(103-310)	-	-	1
XP_014556281.1	AA3_2(21-606)	AA3(3)	AA3_2	3
XP_014556319.1	GH18(30-361)	-	GH18	2
XP_014556349.1	GH3(95-308)	GH3(40)	GH3	3
XP_014556379.1	GT34(75-264)	-	GT34	2
XP_014556400.1	AA13(19-248)+CBM20(297-387)	AA13(1)+CBM20(12)	AA13+CBM20	3
XP_014556406.1	GH43_6(80-378)	-	-	1
XP_014556413.1	GH31(257-698)	GH31(1)	GH31	3
XP_014556417.1	GH51(13-504)	GH51(7)	GH51	3
XP_014556437.1	AA3_2(32-600)	AA3(8)	AA3_2	3
XP_014556443.1	GH13_1(59-347)+CBM20(490-580)	CBM20(32)	CBM20+GH13_1	3
XP_014556481.1	CE5(36-243)	-	-	1
XP_014556503.1	AA7(67-486)	-	-	1
XP_014556513.1	GH64(62-432)	GH64(5)+CBM6(29)	GH64	3
XP_014556539.1	PL4_5(42-561)	PL4(8)	PL4_5	3
XP_014556555.1	CE12(32-225)	CE12(14)	-	2
XP_014556610.1	AA7(70-273)	-	-	1
XP_014556616.1	GT34(88-271)	-	-	1
XP_014556617.1	CE10(87-332)	-	-	1
XP_014556623.1	GH2(86-756)	GH2(70)	GH2	3
XP_014556646.1	GH11(43-213)	GH11(8)+CBM1(41)	CBM1+GH11+3.2.1.8	3
XP_014556648.1	GH106(28-999)	GH106(24)	GH106	3
XP_014556653.1	GT25(40-253)	-	-	1
XP_014556664.1	GH10(35-329)	GH10(4)+CBM1(2)	GH10	3
XP_014556681.1	AA9(7-219)	AA9(3)	-	2
XP_014556689.1	GH95(20-770)	GH95(1)+CBM13(55)+CBM51(9)	GH95	3
XP_014556690.1	GH27(51-328)	GH27(1)+CBM35(43)+CBM51(1)	GH27	3
XP_014556692.1	GH51(207-665)	GH51(5)	GH51	3
XP_014556732.1	GH31(353-929)	GH31(65)	GH31	3
XP_014556756.1	GH7(22-406)	GH7(5)+CBM1(1)	GH7	3
XP_014556760.1	GH7(20-452)	GH7(1)+CBM1(1)	GH7	3
XP_014556770.1	GH43_24(45-276)+CBM35(326-441)	GH43(103)+CBM35(21)	CBM35+GH43_24	3
XP_014556771.1	CE5(29-197)	CE5(13)	-	2
XP_014556772.1	GH72(6-156)	-	-	1
XP_014556834.1	GH72(21-332)	GH72(1)+CBM43(1)	GH72	3
XP_014556840.1	GT4(215-389)	GT4(145)	GT4	3
XP_014556852.1	GT15(92-362)	GT15(1)	GT15	3
XP_014556870.1	GH7(20-452)	GH7(1)+CBM1(1)	GH7+3.2.1.176	3
XP_014556879.1	GH71(1-344)	-	-	1
XP_014556884.1	GT62(94-357)	GT62(1)	GT62	3
XP_014556917.1	AA7(42-261)	-	-	1
XP_014556919.1	AA3_2(22-593)	AA3(3)	AA3_2	3
XP_014556939.1	GT4(336-499)	GT4(109)	GT4	3
XP_014556943.1	GH93(52-356)	GH93(1)	GH93	3
XP_014556948.1	GT32(63-148)	GT32(54)	GT32	3
XP_014556988.1	GT59(32-490)	GT59(2)	GT59	3
XP_014557045.1	CE10(155-421)	-	-	1
XP_014557126.1	AA7(100-355)	-	-	1
XP_014557132.1	AA3_2(52-630)	AA3(8)	AA3_2	3
XP_014557212.1	GH33(33-246)	GH33(54)	GH33	3
XP_014557221.1	CE10(86-327)	-	-	1
XP_014557225.1	GT2_Glyco_tranf_2_3(77-314)	-	GT2	2
XP_014557228.1	AA7(70-508)	-	-	1
XP_014557230.1	AA1_3(61-367)	AA1(5)	AA1_3	3
XP_014557240.1	GH72(24-342)	GH72(2)+CBM43(12)	CBM43+GH72	3
XP_014557265.1	GH30_7(36-481)	GH30(13)	GH30_7	3
XP_014557266.1	AA3_2(30-597)	AA3(28)	AA3_2	3
XP_014557271.1	PL4_1(18-535)	PL4(4)	PL4_1	3
XP_014557272.1	GT2_Glyco_trans_2_3(529-747)	GT0(19)	GT0	3
XP_014557284.1	GT58(22-382)	GT58(2)	GT58	3
XP_014557323.1	CE3(24-218)	-	-	1
XP_014557336.1	CE5(36-250)	-	CE5	2
XP_014557339.1	GH16(169-369)	-	GH16	2
XP_014557363.1	GH93(49-358)	GH93(1)	GH93	3
XP_014557376.1	AA9(10-235)	AA9(1)+CBM1(12)	AA9	3
XP_014557379.1	GH115(43-697)	GH115(1)	GH115	3
XP_014557394.1	GH43_26(26-323)	-	GH43_26	2
XP_014557433.1	GH76(44-356)	-	-	1
XP_014557435.1	PL3_2(41-227)	PL3(9)	PL3_2	3
XP_014557455.1	GT34(88-322)	-	-	1
XP_014557465.1	GT50(136-415)	GT50(1)	GT50	3
XP_014557469.1	CE10(78-250)	-	-	1
XP_014557509.1	GT2_Glyco_tranf_2_3(210-430)	-	GT2	2
XP_014557510.1	GH16(51-337)	GH16(53)	GH16+3.2.1.6	3
XP_014557520.1	GH105(49-375)	GH105(1)	GH105	3
XP_014557525.1	CE10(666-1031)	-	-	1
XP_014557532.1	GH154(25-372)	GH154(10)	GH154	3
XP_014557577.1	AA7(27-255)	-	-	1
XP_014557608.1	GH18(153-379)	GH18(45)+CBM18(6)	CBM18+GH18	3
XP_014557612.1	GH31(260-791)	GH31(56)	GH31	3
XP_014557644.1	GH43_14(27-276)	GH43(96)	GH43_14	3
XP_014557745.1	AA7(135-330)	-	-	1
XP_014557776.1	GH47(110-584)	GH47(2)	GH47	3
XP_014557806.1	AA2(81-179)+AA2(473-737)	-	-	1
XP_014557819.1	GT33(77-485)	GT33(2)	GT33	3
XP_014557830.1	CE5(30-233)	-	-	1
XP_014557845.1	GH47(99-589)	GH47(2)	GH47	3
XP_014557849.1	GT57(15-466)	GT57(2)	GT57	3
XP_014557857.1	GH16(82-239)	GH16(22)	GH16	3
XP_014557863.1	AA3_2(12-604)	-	AA3_2	2
XP_014557864.1	GT34(104-301)	-	-	1
XP_014557867.1	GH17(329-595)	GH17(22)	GH17	3
XP_014557882.1	GH20(217-562)	GH20(33)	GH20	3
XP_014557913.1	CE10(94-364)	-	-	1
XP_014557915.1	CE1(43-212)	-	-	1
XP_014557916.1	GH92(281-796)	GH92(14)	GH92	3
XP_014557917.1	GH3(68-316)	GH3(58)	GH3+3.2.1.37	3
XP_014557943.1	GH45(30-233)	GH45(1)+CBM1(6)	GH45	3
XP_014557955.1	GH5_7(60-338)	GH5(39)+CBM1(14)+CBM27(1)	GH5_7	3
XP_014557958.1	GH5_31(80-261)	-	-	1
XP_014557967.1	GH2(36-653)	GH2(36)+CBM35(33)+CBM6(37)	GH2	3
XP_014557999.1	CE10(34-282)	-	-	1
XP_014558024.1	GH27(125-323)+GH2(545-1299)	GH2(21)+GH27(28)+CBM35(40)	CBM35+GH27+GH2	3
XP_014558028.1	CE5(45-258)	-	CE5	2
XP_014558046.1	GH13_8(244-537)	GH13(94)+CBM48(20)	CBM48+GH13_8	3
XP_014558163.1	GT2_Chitin_synth_2(1046-1554)	GT2(161)	GT2	3
XP_014558175.1	GT35(160-882)	GT35(1)	GT35	3
XP_014558185.1	GT2_Chitin_synth_2(272-564)	-	GT2	2
XP_014558187.1	GT2_Chitin_synth_2(1201-1707)	GT2(161)	GT2	3
XP_014558225.1	GH32(57-407)	-	GH32	2
XP_014558262.1	GH5_9(89-390)	GH5(5)	GH5_9+3.2.1.58	3
XP_014558263.1	GH79(45-360)	-	GH79	2
XP_014558284.1	GH16(86-247)	GH16(55)	GH16	3
XP_014558353.1	GH45(25-224)	GH45(1)+CBM1(6)	GH45	3
XP_014558381.1	GT57(69-300)+GT57(336-566)	GT57(1)	GT57	3
XP_014558384.1	GH128(43-260)	-	GH128	2
XP_014558487.1	GT39(412-656)	GT39(2)	GT39	3
XP_014558506.1	GH128(51-275)	GH128(4)	-	2
XP_014558507.1	GH81(139-821)	GH81(1)	GH81	3
XP_014558525.1	GT24(1202-1449)	GT24(1)	GT24	3
XP_014558532.1	CE10(78-245)	-	-	1
XP_014558535.1	GT22(25-461)	GT22(6)	GT22	3
XP_014558595.1	AA1_3(71-376)	AA1(5)	AA1_3+1.10.3.2	3
XP_014558618.1	PL1_10(79-252)	PL1(47)	PL1_10	3
XP_014558619.1	CE4(75-204)	-	CE4	2
XP_014558634.1	GH5_12(15-548)	GH5(19)	GH5_12	3
XP_014558643.1	PL1_4(115-299)	PL1(13)	PL1_4	3
XP_014558648.1	AA12(26-421)	AA12(1)	AA12+AA8	3
XP_014558671.1	CE10(77-337)	-	-	1
XP_014558699.1	GH6(55-352)	GH6(14)	GH6	3
XP_014558768.1	GH7(23-451)	GH7(1)+CBM1(1)	GH7	3
XP_014558774.1	AA8(9-809)	AA3(5)+AA8(1)+CBM1(10)	AA3_1+AA8	3
XP_014558776.1	GH145(40-336)	-	GH145	2
XP_014558778.1	AA5_2(158-700)	AA5(6)+CBM32(35)	AA5_2	3
XP_014558791.1	AA11(18-216)	AA11(3)	-	2
XP_014558874.1	CE1(53-251)	-	-	1
XP_014558876.1	GH30_5(26-473)	GH30(12)	GH30_5	3
XP_014558901.1	GH31(71-487)	-	-	1
XP_014558931.1	AA11(64-193)	-	-	1
XP_014558944.1	GH142(32-503)	GH142(3)	GH142	3
XP_014558956.1	GH76(30-396)	GH76(10)	GH76	3
XP_014558972.1	GH55(37-778)	GH0(23)+GH55(2)	GH55	3
XP_014558978.1	AA3_2(4-550)	-	AA3_2	2
XP_014558992.1	GH12(98-242)	GH12(8)+CBM1(36)	GH12+2.4.1.207	3
XP_014559000.1	AA1_2(42-377)	AA1(19)	AA1_2	3
XP_014559040.1	PL1_2(67-245)	PL1(17)	PL1_2	3
XP_014559041.1	CE8(42-308)	CE8(20)	CE8+3.1.1.11	3
XP_014559052.1	GH31(248-790)	GH31(56)	GH31	3
XP_014559056.1	GH35(35-369)	GH35(31)	GH35	3
XP_014559065.1	GH79(47-515)	GH79(8)	GH79	3
XP_014559116.1	GH28(72-381)	-	GH28	2
XP_014559118.1	CE5(46-223)	CE5(9)	-	2
XP_014559119.1	GH37(51-628)	GH37(4)	GH37	3
XP_014559130.1	CE10(214-370)	-	-	1
XP_014559158.1	AA3_3(12-603)	AA3(14)	AA3_3	3
XP_014559159.1	GT90(371-641)	-	GT90	2
XP_014559168.1	GH5_16(58-420)	-	GH5_16	2
XP_014559203.1	GH18(30-355)	-	GH18	2
XP_014559220.1	GT1(204-519)	GT1(76)	GT1	3
XP_014559258.1	GH5_4(65-333)+CBM46(379-464)	GH5(108)+CBM1(42)	GH5_4	3
XP_014559303.1	CE12(37-227)	CE12(14)	-	2
