Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
EMR65908.1	CE1(49-251)	CE1(14)+CBM2(17)	CE1	3
EMR65909.1	GT4(239-398)	GT4(104)	GT4	3
EMR65953.1	GH18(12-341)	CBM18(12)	GH18	3
EMR65954.1	GH47(2-474)	GH47(2)	GH47	3
EMR65955.1	AA7(46-471)	-	-	1
EMR65963.1	AA7(27-414)	-	-	1
EMR65995.1	GT1(278-452)	-	GT1	2
EMR66009.1	PL3_2(30-212)	PL3(10)	PL3_2+4.2.2.2	3
EMR66061.1	GT90(238-425)	-	-	1
EMR66069.1	CE1(69-227)	-	-	1
EMR66073.1	AA9(6-217)	-	AA9	2
EMR66080.1	AA9(6-188)	AA9(2)+CBM1(7)	-	2
EMR66094.1	GH16(34-282)	GH16(73)	GH16	3
EMR66117.1	AA7(5-204)	-	-	1
EMR66133.1	GH3(93-311)	GH3(13)+CBM1(30)	GH3+3.2.1.21	3
EMR66139.1	AA9(6-157)	AA9(13)+CBM1(38)	-	2
EMR66144.1	GH16(37-242)	GH16(76)	GH16	3
EMR66166.1	AA7(80-423)	-	-	1
EMR66169.1	AA2(74-217)	-	-	1
EMR66176.1	GH30_7(20-456)	-	GH30_7+3.2.1.-	2
EMR66188.1	GH3(85-298)	GH3(63)+CBM1(30)	GH3	3
EMR66226.1	CE1(44-247)	CE1(34)	CBM1+CE1	3
EMR66232.1	AA12(31-431)	AA12(2)	AA12	3
EMR66234.1	GH71(1-386)	GH71(1)+CBM24(1)	CBM24+GH71	3
EMR66242.1	GH71(28-398)	GH71(1)	CBM24+GH71	3
EMR66253.1	CE3(23-217)	-	-	1
EMR66261.1	AA9(10-236)	AA9(1)+CBM1(12)	-	2
EMR66268.1	AA7(82-286)	-	-	1
EMR66269.1	AA7(134-582)	-	-	1
EMR66280.1	AA7(59-487)	-	-	1
EMR66311.1	GT2_Glyco_trans_2_3(529-739)	GT0(19)	GT0	3
EMR66316.1	GH37(130-689)	GH37(2)	GH37	3
EMR66317.1	GH127(18-287)+GH127(328-641)	GH127(7)	GH127	3
EMR66331.1	GH28(57-386)	-	GH28	2
EMR66348.1	GH1(161-612)	-	GH1+3.2.1.21	2
EMR66366.1	GH43_6(31-323)	-	GH43_6	2
EMR66387.1	CE10(67-324)	-	-	1
EMR66391.1	GH2(131-1058)	GH2(10)+CBM51(5)+CBM67(4)	GH2	3
EMR66396.1	AA7(49-481)	-	-	1
EMR66403.1	CE4(45-149)	-	-	1
EMR66435.1	CE5(26-223)	CE5(10)+CBM1(28)	CE5	3
EMR66457.1	GH146(42-556)	GH146(2)+CBM13(17)	CBM13+GH146	3
EMR66458.1	AA3_2(3-439)	-	AA3_2	2
EMR66489.1	GH43_24(45-286)	CBM35(35)	CBM35+GH43_24	3
EMR66500.1	PL1_7(77-258)	PL1(16)	PL1_7	3
EMR66521.1	CBM67(123-301)+GH78(324-844)	GH78(1)+CBM67(1)	GH78	3
EMR66545.1	AA7(187-397)	AA7(1)	-	2
EMR66576.1	AA3_2(5-584)	AA3(3)	AA3_2	3
EMR66580.1	AA7(36-265)	-	-	1
EMR66599.1	AA3_2(3-510)	AA3(3)	AA3_2	3
EMR66609.1	AA9(7-222)	AA9(13)+CBM1(38)	AA9+1.14.99.56	3
EMR66611.1	AA13(19-247)	AA13(1)+CBM20(12)	AA13	3
EMR66616.1	AA9(9-220)	AA9(7)+CBM1(25)	-	2
EMR66620.1	GH13_40(40-401)	GH13(9)	GH13_40	3
EMR66632.1	AA3_2(5-605)	AA3(20)	AA3_2	3
EMR66636.1	CE16(26-344)	CE16(2)	CE16	3
EMR66661.1	GT15(123-393)	GT15(1)	GT15	3
EMR66663.1	GH55(249-542)	GH55(3)+CBM32(40)	CBM56+GH55	3
EMR66679.1	GH43_14(29-330)	GH43(96)	GH43_14	3
EMR66699.1	GH31(26-555)	GH31(56)	GH31	3
EMR66709.1	GH6(59-352)	GH6(1)+CBM2(3)+CBM3(5)	GH6	3
EMR66752.1	GH79(40-334)	GH79(4)	GH79	3
EMR66760.1	GH31(247-807)	GH31(20)	GH31	3
EMR66775.1	GH3(80-308)	-	GH3	2
EMR66776.1	CE9(24-414)	CE9(25)	CE9	3
EMR66784.1	GH28(54-396)	-	GH28	2
EMR66798.1	AA3_3(12-614)	AA3(14)	AA3_3	3
EMR66835.1	AA3_2(41-615)	AA3(31)	AA3_2	3
EMR66846.1	GH2(18-674)	GH2(47)	GH2	3
EMR66852.1	GH18(17-381)	GH18(72)+CBM12(6)	GH18	3
EMR66854.1	GT57(65-296)+GT57(334-566)	GT57(1)	GT57	3
EMR66860.1	AA7(83-275)	-	-	1
EMR66879.1	AA1_3(1-198)	AA1(12)	AA1_3	3
EMR66887.1	GH105(32-371)	GH105(20)	GH105	3
EMR66899.1	AA7(24-232)	-	-	1
EMR66938.1	AA5_2(50-687)	AA5(6)+CBM13(6)+CBM32(35)	AA5_2+CBM32	3
EMR66944.1	GH76(1-322)	GH76(19)	GH76	3
EMR66953.1	GH43_30(62-340)	-	-	1
EMR66955.1	AA9(5-219)	AA9(9)	AA9	3
EMR66969.1	GH93(53-309)	-	-	1
EMR66971.1	CE8(400-615)+CE8(687-982)+CE8(1028-1312)+CE8(1384-1673)	CE8(36)	CE8	3
EMR66973.1	GH5_15(79-385)	GH5(135)	GH5_15	3
EMR67004.1	GH43_6(33-300)	-	GH43_6	2
EMR67021.1	GH72(16-334)	GH72(3)	GH72	3
EMR67026.1	GH16(52-316)	-	-	1
EMR67064.1	AA7(40-469)	-	-	1
EMR67102.1	GH29(371-513)	GH29(30)	GH29	3
EMR67106.1	GH92(290-803)	GH92(9)	GH92	3
EMR67108.1	GH92(324-837)	GH92(34)	GH92	3
EMR67109.1	GH79(30-476)	GH79(11)	GH79	3
EMR67112.1	AA11(25-245)	AA11(1)	-	2
EMR67114.1	GH92(381-733)	GH92(9)	GH92	3
EMR67141.1	GH105(47-369)	GH105(1)	GH105	3
EMR67156.1	GH18(40-373)	GH18(100)+CBM18(12)	-	2
EMR67160.1	GH105(1-234)	-	GH105	2
EMR67170.1	GH92(215-503)	GH92(14)	GH92	3
EMR67235.1	AA3_2(1-495)	AA3(31)	AA3_2	3
EMR67239.1	AA3_2(2-429)	-	-	1
EMR67258.1	GH13_8(250-543)	GH13(94)+CBM48(20)	CBM48+GH13_8	3
EMR67265.1	AA7(57-273)	-	-	1
EMR67284.1	PL4_1(18-542)	PL4(4)	PL4_1	3
EMR67365.1	GH3(73-321)	GH3(58)	GH3	3
EMR67366.1	GH51(15-517)	GH51(7)	GH51	3
EMR67367.1	GH25(23-201)	GH25(83)	-	2
EMR67385.1	GH10(22-341)	GH10(56)+CBM1(2)+CBM22(2)+CBM9(7)	GH10+3.2.1.8	3
EMR67387.1	GH3(38-250)	GH3(40)	GH3	3
EMR67395.1	CE10(59-200)	-	-	1
EMR67396.1	GT90(230-536)	GT90(9)	GT90	3
EMR67432.1	GH47(102-599)	GH47(2)	GH47	3
EMR67439.1	GT8(13-193)	GT8(34)	GT8	3
EMR67463.1	GH31(230-711)	GH31(24)	GH31	3
EMR67470.1	AA7(190-396)	-	-	1
EMR67516.1	GT20(14-476)	GT20(2)+CBM20(39)	GT20	3
EMR67570.1	GH55(149-913)	GH55(2)	GH55	3
EMR67597.1	GH115(31-441)	GH115(1)	GH115	3
EMR67607.1	GH7(17-446)	GH7(8)+CBM1(1)	GH7	3
EMR67613.1	GH35(2-324)	GH35(1)+CBM32(16)	GH35	3
EMR67619.1	AA7(74-293)	-	-	1
EMR67620.1	GH31(194-650)	GH31(4)	GH31	3
EMR67622.1	GT8(117-351)	GT8(87)	GT8	3
EMR67634.1	GH53(21-319)	GH53(7)	GH53	3
EMR67636.1	CE4(71-199)	-	-	1
EMR67669.1	AA3_2(6-592)	AA3(28)	AA3_2	3
EMR67673.1	GH3(2-197)	-	-	1
EMR67674.1	GT1(81-268)	GT1(7)	GT1	3
EMR67684.1	PL1_7(92-274)	PL1(16)	PL1_7	3
EMR67694.1	AA7(56-255)	-	-	1
EMR67698.1	AA16(21-190)	AA16(1)	-	2
EMR67699.1	GH76(17-358)	GH76(6)	-	2
EMR67701.1	AA2(121-350)	AA2(4)	-	2
EMR67709.1	AA3_2(6-478)	-	AA3_2	2
EMR67718.1	GH29(308-679)	GH29(53)	GH29	3
EMR67740.1	GH114(39-246)	GH114(6)	-	2
EMR67749.1	GH2(97-725)	GH2(70)	GH2+3.2.1.165	3
EMR67765.1	AA3_3(195-612)	AA3(4)	AA3_3	3
EMR67769.1	GT25(65-281)	-	-	1
EMR67816.1	GH43_29(39-354)	GH43(18)	GH43_29	3
EMR67817.1	GH11(20-190)	GH11(2)	GH11	3
EMR67821.1	AA9(6-211)	AA9(20)	AA9+CBM1	3
EMR67829.1	GH16(48-313)	GH16(2)	-	2
EMR67849.1	GH3(167-379)	GH3(13)+CBM1(30)	GH3	3
EMR67866.1	CE10(3-247)	-	-	1
EMR67868.1	GH16(79-282)	-	-	1
EMR67869.1	AA3_3(12-604)	AA3(14)	AA3_3	3
EMR67908.1	AA3_2(176-470)	AA3(17)	AA3_2	3
EMR67923.1	GT1(102-503)	GT1(76)	GT1	3
EMR67978.1	GH47(161-345)	GH47(2)	-	2
EMR67991.1	GH71(36-406)	GH71(4)	GH71	3
EMR67996.1	PL4_1(18-525)	PL4(5)	PL4_1	3
EMR68015.1	AA3_2(6-608)	AA3(3)	AA3_2	3
EMR68043.1	AA3_2(2-357)	-	AA3_2	2
EMR68053.1	GT62(31-288)	GT62(6)	GT62	3
EMR68071.1	GH18(7-180)	GH18(102)+CBM18(5)	CBM18+CBM50+GH18	3
EMR68090.1	GT4(218-349)	GT4(169)	GT4	3
EMR68107.1	GH78(401-605)	-	-	1
EMR68124.1	GH93(30-330)	GH93(1)	GH93	3
EMR68134.1	AA9(8-233)	AA9(1)+CBM1(12)	-	2
EMR68141.1	CE3(36-229)	-	-	1
EMR68142.1	GH131(34-280)	GH131(2)	GH131	3
EMR68172.1	AA7(67-495)	-	-	1
EMR68244.1	AA3_2(8-596)	AA3(26)	AA3_2	3
EMR68262.1	PL1_7(82-263)	PL1(15)	PL1_7	3
EMR68286.1	GH43_11(4-297)	GH43(27)	GH43_11	3
EMR68289.1	AA7(147-336)	-	-	1
EMR68337.1	GH64(57-429)	GH64(10)	GH64	3
EMR68381.1	AA11(33-227)	AA11(2)	-	2
EMR68392.1	AA7(2-311)	-	-	1
EMR68408.1	GH76(27-399)	-	GH76	2
EMR68442.1	AA7(37-253)	-	-	1
EMR68475.1	GH128(14-197)	-	-	1
EMR68488.1	GH5_11(33-372)	GH5(124)	GH5_11	3
EMR68516.1	GH3(1-140)	GH3(40)+CBM6(3)	GH3	3
EMR68531.1	GH28(44-363)	GH28(3)	GH28+3.2.1.15	3
EMR68545.1	AA3_2(46-286)	AA3(11)	-	2
EMR68577.1	GT1(21-448)	-	GT1	2
EMR68578.1	AA9(11-226)	CBM1(12)	-	2
EMR68601.1	CE15(35-355)	CE15(2)+CBM1(20)	CBM1+CE15+3.1.1.-	3
EMR68602.1	GH3(91-312)	GH3(13)+CBM1(30)	GH3	3
EMR68613.1	AA3(37-624)	AA3(6)	AA3	3
EMR68668.1	GH15(52-465)+CBM20(546-636)	GH15(14)+CBM20(5)	CBM20+GH15	3
EMR68685.1	GH20(156-492)	GH20(74)	GH20	3
EMR68686.1	GH105(44-387)	GH105(1)	GH105	3
EMR68694.1	GH47(101-566)	GH47(2)	GH47	3
EMR68704.1	GH12(209-352)	-	-	1
EMR68739.1	AA3_2(61-478)	-	AA3_2	2
EMR68748.1	CE5(29-233)	-	-	1
EMR68750.1	AA14(18-171)	-	-	1
EMR68754.1	GH3(64-271)	GH3(13)+CBM1(30)	GH3+3.2.1.21	3
EMR68770.1	GH18(21-316)	GH18(91)+CBM1(18)+CBM19(1)	CBM1+GH18	3
