Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
PYU1_T002415	PL1_4(124-319)	PL1(21)	PL1_4	3
PYU1_T002416	PL1_4(131-325)	PL1(21)	PL1_4	3
PYU1_T002417	PL1_4(131-325)	PL1(21)	PL1_4	3
PYU1_T002418	PL1_4(122-312)	PL1(21)	PL1_4	3
PYU1_T002420	PL1_4(122-312)	PL1(21)	PL1_4	3
PYU1_T002421	PL1_4(131-250)	PL1(21)	PL1_4	3
PYU1_T002514	GH5_20(186-525)	GH5(111)	GH5_20	3
PYU1_T002515	GH5_20(195-541)	GH5(111)	GH5_20	3
PYU1_T002527	AA6(3-196)	AA6(4)	-	2
PYU1_T002538	GT8(8-241)	-	GT8	2
PYU1_T002541	PL3_2(32-219)	PL3(9)	PL3_2	3
PYU1_T002542	PL3_2(32-219)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T002587	GH5_20(164-518)	-	GH5_20	2
PYU1_T002606	GT2_Glyco_trans_2_3(642-856)	-	GT2	2
PYU1_T002607	GT2_Glyco_trans_2_3(677-877)	-	GT2	2
PYU1_T002632	GT2_Glycos_transf_2(9-179)	GT2(122)	GT2	3
PYU1_T002642	GT22(38-468)	GT22(2)	GT22	3
PYU1_T002783	AA3_1(23-547)	-	AA3_1	2
PYU1_T002800	AA3_1(2-524)	-	AA3_1	2
PYU1_T002812	GH5_20(250-580)	GH5(111)	GH5_20	3
PYU1_T003025	GT41(8-527)	-	-	1
PYU1_T003150	GT33(31-471)	GT33(2)	GT33	3
PYU1_T003173	GH31(405-869)	GH31(7)	GH31	3
PYU1_T003273	CE1(197-517)	-	-	1
PYU1_T003438	GT8(74-282)	-	GT8	2
PYU1_T003459	GT41(24-408)	-	-	1
PYU1_T003475	GH1(34-515)	GH1(46)	GH1	3
PYU1_T003476	GH1(34-515)	GH1(46)	GH1	3
PYU1_T003498	GH81(64-421)	-	-	1
PYU1_T003512	GH81(129-801)	GH81(7)	GH81	3
PYU1_T003515	CE10(91-240)	-	-	1
PYU1_T003622	GH5_20(136-484)	-	GH5_20	2
PYU1_T003755	GH1(6-472)	GH1(33)	GH1	3
PYU1_T003928	GH17(39-293)	-	-	1
PYU1_T004027	GT4(260-415)	-	GT4	2
PYU1_T004043	CE10(30-281)	-	-	1
PYU1_T004073	GT60(299-593)	-	GT60	2
PYU1_T004167	AA2(73-325)	-	-	1
PYU1_T004202	GH43_6(33-318)	-	GH43_6	2
PYU1_T004204	GH43_6(33-318)	-	GH43_6	2
PYU1_T004314	GT66(71-702)	GT66(1)	GT66	3
PYU1_T004531	GH53(24-339)	GH53(7)	-	2
PYU1_T004532	GH53(26-341)	GH53(7)	GH53	3
PYU1_T004607	GT58(50-402)	GT58(2)	GT58	3
PYU1_T004633	GT71(3-238)	-	GT71	2
PYU1_T004634	GT71(3-255)	-	GT71	2
PYU1_T004636	GT71(56-309)	-	GT71	2
PYU1_T004660	GH17(39-280)	GH17(48)	-	2
PYU1_T004661	GH17(75-321)	GH17(48)	-	2
PYU1_T004665	GH17(75-321)	GH17(48)	-	2
PYU1_T004680	PL4_1(24-524)	PL4(5)	PL4_1	3
PYU1_T004681	PL4_1(25-532)	PL4(5)	PL4_1	3
PYU1_T004686	GT20(3-244)	-	GT20	2
PYU1_T004703	GT71(195-425)	GT71(21)	GT71	3
PYU1_T004708	GT71(200-430)	GT71(21)	GT71	3
PYU1_T004760	GH47(191-616)	GH47(3)	GH47	3
PYU1_T004970	GT4(396-556)	-	-	1
PYU1_T005005	GT1(231-568)	-	-	1
PYU1_T005036	GT96(84-322)	-	-	1
PYU1_T005056	GH6(40-294)	GH6(15)	-	2
PYU1_T005058	GH6(32-289)	GH6(9)	-	2
PYU1_T005070	GH6(42-298)	GH6(15)	-	2
PYU1_T005072	GH6(39-290)	GH6(15)+CBM1(34)	GH6	3
PYU1_T005073	GH6(40-293)	-	-	1
PYU1_T005135	GH17(32-285)	GH17(48)	-	2
PYU1_T005252	GH13_32(460-759)	-	CBM21+GH13	2
PYU1_T005264	GT57(34-499)	GT57(1)	GT57	3
PYU1_T005278	AA4(40-260)	-	-	1
PYU1_T005352	GH31(275-714)	GH31(21)	GH31	3
PYU1_T005444	GH15(26-433)	-	-	1
PYU1_T005445	GH15(189-595)	-	-	1
PYU1_T005551	GT41(352-926)	-	-	1
PYU1_T005734	GT2_Chitin_synth_1(263-424)	GT2(9)	GT2	3
PYU1_T005849	GH5_12(25-528)	GH5(27)	GH5_12	3
PYU1_T005859	GH5_12(19-519)	GH5(84)	GH5_12	3
PYU1_T005860	GH5_12(19-519)	GH5(84)	GH5_12	3
PYU1_T005862	GH5_12(1-235)	-	-	1
PYU1_T005864	GT20(81-543)	-	GT20	2
PYU1_T005871	GH5_12(16-517)	GH5(84)	GH5_12	3
PYU1_T005915	GH47(150-585)	GH47(1)	GH47	3
PYU1_T005968	GH72(48-359)	-	GH72	2
PYU1_T005971	GH30_1(213-500)	-	GH30_1+3.2.1.21+3.2.1.37	2
PYU1_T005972	GH30_1(98-283)	-	-	1
PYU1_T005973	GH30_1(96-534)	-	GH30_1+3.2.1.21+3.2.1.37	2
PYU1_T005999	AA6(3-197)	AA6(1)	-	2
PYU1_T006000	AA6(3-197)	AA6(2)	-	2
PYU1_T006001	AA6(3-197)	AA6(2)	-	2
PYU1_T006002	AA6(3-197)	AA6(2)	-	2
PYU1_T006003	AA6(3-197)	AA6(1)	-	2
PYU1_T006015	GH18(218-412)	GH0(54)	-	2
PYU1_T006016	GT20(119-458)	GT20(2)	GT20	3
PYU1_T006030	GH30_1(93-541)	-	GH30_1+3.2.1.21+3.2.1.37	2
PYU1_T006099	GT19(42-241)	-	-	1
PYU1_T006194	GH31(361-856)	GH31(20)	GH31	3
PYU1_T006195	GH31(247-742)	GH31(20)	GH31	3
PYU1_T006323	GH17(43-298)	-	-	1
PYU1_T006325	GH17(49-304)	-	-	1
PYU1_T006327	GH17(54-310)	-	GH17	2
PYU1_T006358	GH141(237-518)	-	-	1
PYU1_T006483	GH5_14(37-318)	-	GH5	2
PYU1_T006484	GH5_14(94-375)+GH5_14(538-820)	-	GH5	2
PYU1_T006485	GH5_14(129-409)	-	GH5	2
PYU1_T006546	GH81(77-775)	GH81(2)+CBM6(13)	GH81	3
PYU1_T006642	GT96(493-627)	-	-	1
PYU1_T006771	GT71(3-262)	-	GT71	2
PYU1_T006899	CE9(18-401)	CE9(25)	CE9	3
PYU1_T006926	GT60(114-427)	-	-	1
PYU1_T006946	CE13(82-250)	-	-	1
PYU1_T006947	CE13(84-236)	-	-	1
PYU1_T006952	CE13(81-253)	-	-	1
PYU1_T007026	GT90(270-590)	-	GT0	2
PYU1_T007115	GH81(31-734)	GH81(7)	GH81	3
PYU1_T007155	CE10(778-1060)	-	-	1
PYU1_T007156	CE10(175-449)	-	-	1
PYU1_T007490	PL3_2(22-168)	-	-	1
PYU1_T007523	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007525	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007528	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007530	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007532	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007535	PL3_2(36-228)	PL3(9)+CBM13(31)	PL3_2	3
PYU1_T007580	GH47(154-597)	GH47(1)	GH47	3
PYU1_T007609	CE2(214-433)	CE2(2)	CE2	3
PYU1_T007631	CE10(404-639)	-	-	1
PYU1_T008209	GT8(91-367)	-	-	1
PYU1_T008265	CBM9(37-212)	-	-	1
PYU1_T008462	CBM9(86-313)	CBM9(2)	-	2
PYU1_T008562	GT20(52-584)	-	GT20	2
PYU1_T008739	GH72(19-323)	-	GH72	2
PYU1_T008740	GH72(25-329)	-	GH72	2
PYU1_T008944	GT48(899-1660)	GT48(3)	GT48	3
PYU1_T008966	GH3(115-336)	GH3(64)	GH3	3
PYU1_T009031	GH5_20(2-299)	-	-	1
PYU1_T009068	GT60(76-388)	-	-	1
PYU1_T009144	CE13(79-289)	-	-	1
PYU1_T009170	CE10(176-437)	-	-	1
PYU1_T009184	GH81(94-814)	-	GH81	2
PYU1_T009203	CE10(200-423)	-	-	1
PYU1_T009204	CE10(164-421)	-	-	1
PYU1_T009205	CE10(132-380)	-	-	1
PYU1_T009207	CE10(103-380)	-	-	1
PYU1_T009208	CE10(128-355)	-	-	1
PYU1_T009211	GH72(30-338)	GH72(6)	GH72	3
PYU1_T009220	GH72(29-350)	GH72(6)	GH72	3
PYU1_T009223	GH72(30-340)	GH72(6)	GH72	3
PYU1_T009226	GH72(13-176)	GH72(6)	-	2
PYU1_T009228	GH72(31-334)	GH72(6)	GH72	3
PYU1_T009237	GH72(32-339)	GH72(6)	GH72	3
PYU1_T009448	GT4(315-480)	-	GT4	2
PYU1_T009505	GH28(47-200)	GH28(19)	-	2
PYU1_T009536	PL3_2(32-220)	PL3(9)	PL3_2	3
PYU1_T009543	GH18(93-404)	-	GH18	2
PYU1_T009705	GT4(267-404)	GT4(194)	GT4	3
PYU1_T009773	CE10(309-617)	-	-	1
PYU1_T009955	GT66(182-594)	GT66(1)	GT66	3
PYU1_T010285	GH37(137-703)	GH37(1)	GH37	3
PYU1_T010286	GH37(108-694)	GH37(1)	GH37	3
PYU1_T010297	GH37(233-782)	GH37(4)	GH37	3
PYU1_T010299	GT20(298-795)	CBM20(39)	GT20	3
PYU1_T010370	CE1(21-278)	-	-	1
PYU1_T010421	GH85(307-560)	GH85(6)	-	2
PYU1_T010437	GT2_Glycos_transf_2(78-223)	-	GT2	2
PYU1_T010662	GT22(13-382)	GT22(8)	-	2
PYU1_T010666	GH31(360-930)	GH31(20)	GH31	3
PYU1_T010670	CE10(455-701)	-	-	1
PYU1_T010680	GH5_14(60-338)	-	GH5	2
PYU1_T010808	CE12(39-204)	-	-	1
PYU1_T010854	GH47(191-492)	GH47(1)	GH47	3
PYU1_T010945	CBM47(1092-1233)	-	-	1
PYU1_T010978	GH38(70-372)	GH38(15)	GH38	3
PYU1_T010982	GH89(80-748)	GH89(4)	GH89	3
PYU1_T010997	GH89(70-738)	GH89(4)	GH89	3
PYU1_T011186	GT31(116-268)	-	GT31	2
PYU1_T011195	AA3_2(98-616)	-	-	1
PYU1_T011367	GT24(1230-1475)	GT24(1)	GT24	3
PYU1_T011416	CE10(97-401)	-	-	1
PYU1_T011450	GH43_24(988-1103)	-	GH0	2
PYU1_T011452	GH5_20(194-533)	GH5(111)	GH5_20	3
PYU1_T011453	GH5_20(199-339)+GH5_20(340-475)	GH5(111)	GH5_20	3
PYU1_T011551	GH30_1(122-496)	GH30(24)+CBM13(28)	GH30_1	3
PYU1_T011552	GH30_1(125-501)	GH30(24)+CBM13(28)	GH30_1	3
PYU1_T011822	GH5_33(185-462)	GH5(41)+CBM43(17)	CBM43+GH5_33	3
PYU1_T011841	GH5_33(146-422)	GH5(41)+CBM43(17)	CBM43+GH5_33	3
PYU1_T011876	GT22(17-465)	-	-	1
PYU1_T011896	GH7(23-463)	GH7(1)+CBM1(1)	GH7	3
PYU1_T012179	PL1_4(123-319)	PL1(21)	PL1_4+4.2.2.10	3
PYU1_T012180	PL1_4(123-223)	PL1(21)	-	2
PYU1_T012217	GT74(22-361)+GT2_Glycos_transf_2(389-503)	-	GT2+GT74	2
PYU1_T012311	GH5_20(33-319)	-	-	1
PYU1_T012442	PL3_2(33-222)	PL3(9)	PL3_2	3
PYU1_T012446	PL3_2(32-220)	PL3(9)	PL3_2	3
PYU1_T012448	PL3_2(1-167)	PL3(9)	-	2
PYU1_T012455	PL3_2(32-218)	PL3(9)	PL3_2	3
PYU1_T012509	GH5_1(81-275)	GH5(109)+CBM2(9)	-	2
PYU1_T012511	GH5_1(117-440)	GH5(109)+CBM2(9)	-	2
PYU1_T012512	GH5_1(82-401)	GH5(109)+CBM2(9)	-	2
PYU1_T012529	GT41(160-753)	-	-	1
PYU1_T012530	GH3(99-358)	GH3(33)+CBM6(54)	GH3	3
PYU1_T012759	GT96(107-354)	-	-	1
PYU1_T012880	GH3(77-323)	GH3(2)	GH3	3
PYU1_T013005	GT31(241-450)+GT10(776-928)	-	-	1
PYU1_T013038	GH18(146-344)	-	-	1
PYU1_T013084	GT48(836-1560)	GT48(3)	GT48	3
PYU1_T013244	AA2(76-179)+AA2(457-683)	-	-	1
PYU1_T013340	GT57(28-567)	GT57(2)	GT57	3
PYU1_T013388	CBM20(33-113)	-	-	1
PYU1_T013428	GH5_20(89-446)	GH5(111)	GH5_20	3
PYU1_T013450	GH114(40-229)	GH114(2)	-	2
PYU1_T013474	GH1(34-517)	GH1(42)	GH1	3
PYU1_T013486	GH1(32-511)	GH1(30)	GH1	3
PYU1_T013487	GH1(37-521)	GH1(30)	GH1	3
PYU1_T013488	GH1(36-519)	GH1(46)	GH1	3
PYU1_T013496	GH2(28-784)	GH2(7)	GH2	3
PYU1_T013516	GT30(102-226)	GT30(4)	-	2
PYU1_T013661	GT50(135-403)	GT50(1)	GT50	3
PYU1_T013670	AA6(4-197)	AA6(2)	-	2
PYU1_T013744	GH5_14(70-348)	-	GH5	2
PYU1_T013803	GH17(49-304)	GH17(43)	-	2
PYU1_T013821	GH17(30-285)	-	-	1
PYU1_T014024	GT7(75-317)	GT7(6)	-	2
PYU1_T014164	GT71(78-353)	-	GT71	2
PYU1_T014238	CE10(516-784)	-	-	1
PYU1_T014584	GH17(52-298)	-	-	1
PYU1_T014660	GH17(192-444)	GH17(48)	-	2
PYU1_T014775	GT71(353-585)	GT71(21)	-	2
PYU1_T014779	GT71(214-451)	GT71(21)	-	2
PYU1_T014780	GT71(218-451)	GT71(21)	-	2
PYU1_T014825	AA3_2(40-571)	AA3(11)	AA3_2	3
PYU1_T014876	GT60(106-408)	-	GT60	2
PYU1_T014878	AA6(111-231)	-	-	1
PYU1_T014926	GH5_20(79-284)	-	-	1
PYU1_T014930	GH5_20(1-199)	-	-	1
PYU1_T015021	PL1_4(122-307)	PL1(21)	PL1_4	3
PYU1_T015039	GH5_14(19-237)	-	-	1
PYU1_T015040	GH5_14(100-375)	-	GH5	2
PYU1_T015194	GH30_1(125-449)	GH30(24)	GH30_1	3
PYU1_T015214	GT1(37-247)	-	-	1
PYU1_T008651	-	CE4(138)	CE4	2
PYU1_T006012	-	GH0(104)	GH0	2
PYU1_T010727	-	GH16(52)	GH16	2
PYU1_T010725	-	GH16(52)	GH16	2
PYU1_T010728	-	GH16(52)	GH16	2
PYU1_T010726	-	GH16(52)	GH16	2
PYU1_T010715	-	GH16(52)	GH16	2
PYU1_T010734	-	GH16(52)	GH16	2
PYU1_T010707	-	GH16(52)	GH16	2
PYU1_T010712	-	GH16(52)	GH16	2
PYU1_T001777	-	GH16(52)	GH16	2
PYU1_T010729	-	GH16(52)	GH16	2
PYU1_T010705	-	GH16(52)	GH16	2
PYU1_T010723	-	GH16(52)	GH16	2
PYU1_T010674	-	GH16(52)	GH16	2
PYU1_T007722	-	GH17(48)	GH17	2
PYU1_T010847	-	GH28(19)	-	1
PYU1_T009509	-	GH28(19)	-	1
PYU1_T011562	-	GH30(24)	-	1
PYU1_T005870	-	GT0(191)+GT2(244)+GT4(171)	GT4	2
PYU1_T001851	-	GT105(2)	-	1
PYU1_T012234	-	GT41(17)	GT41	2
PYU1_T007014	-	CBM1(34)	-	1
PYU1_T006785	-	CBM1(34)	-	1
PYU1_T009917	-	CBM1(34)	-	1
PYU1_T007733	-	CBM1(34)	-	1
PYU1_T000356	-	CBM1(34)	-	1
PYU1_T010891	-	CBM1(35)	-	1
PYU1_T001528	-	CBM1(37)	-	1
PYU1_T007332	-	CBM10(1)	-	1
PYU1_T012678	-	CBM2(31)	-	1
PYU1_T010079	-	CBM20(37)	-	1
PYU1_T004867	-	CBM5(29)+CBM73(8)	-	1
PYU1_T004865	-	CBM5(29)+CBM73(8)	-	1
PYU1_T004862	-	CBM5(29)+CBM73(8)	-	1
PYU1_T004928	-	CBM5(29)+CBM73(8)	-	1
PYU1_T004861	-	CBM5(29)+CBM73(8)	-	1
PYU1_T004418	-	CBM5(29)+CBM73(8)	-	1
PYU1_T003553	-	CBM5(49)	-	1
PYU1_T011915	-	CBM5(49)+CBM57(6)	-	1
PYU1_T001544	-	CBM5(49)	-	1
PYU1_T009410	-	CBM5(49)	-	1
PYU1_T014233	-	CBM5(49)+CBM57(6)	-	1
PYU1_T003536	-	CBM5(49)	-	1
PYU1_T011907	-	CBM5(49)	-	1
PYU1_T011908	-	CBM5(49)	-	1
PYU1_T014234	-	CBM5(49)	-	1
PYU1_T014232	-	CBM5(49)	-	1
PYU1_T003389	-	CBM5(61)	-	1
PYU1_T014458	-	CBM5(68)	CBM5+GH19	2
PYU1_T000526	-	CBM5(68)	-	1
PYU1_T011917	-	CBM57(6)	-	1
PYU1_T009409	-	CBM57(6)	-	1
PYU1_T009332	-	CBM57(6)	-	1
PYU1_T007632	-	CBM57(6)	-	1
PYU1_T007634	-	CBM57(6)	-	1
PYU1_T011906	-	CBM57(6)	-	1
PYU1_T002799	-	CBM57(6)	-	1
PYU1_T002806	-	CBM57(6)	-	1
PYU1_T001663	-	CBM57(6)	-	1
PYU1_T001601	-	CBM57(6)	-	1
PYU1_T001612	-	CBM57(6)	-	1
PYU1_T014385	-	CBM57(16)	-	1
PYU1_T011573	-	CBM57(16)	-	1
PYU1_T004227	-	CBM57(16)	-	1
PYU1_T001248	-	CBM57(16)	-	1
PYU1_T013612	-	CBM57(16)	-	1
PYU1_T008648	-	CBM57(16)	-	1
PYU1_T000897	-	CBM57(16)	-	1
PYU1_T003993	-	CBM57(16)	-	1
PYU1_T005547	-	CBM57(16)	-	1
PYU1_T005920	-	CBM57(16)	-	1
PYU1_T009125	-	CBM57(16)	-	1
PYU1_T008486	-	CBM57(16)	-	1
PYU1_T014623	-	CBM57(16)	-	1
PYU1_T010111	-	CBM57(16)	-	1
PYU1_T003920	-	CBM57(16)	-	1
PYU1_T013629	-	CBM57(16)	-	1
PYU1_T011657	-	CBM57(16)	-	1
PYU1_T014588	-	CBM57(16)	-	1
PYU1_T008316	-	CBM57(16)	-	1
PYU1_T007616	-	CBM57(16)	-	1
PYU1_T012752	-	CBM57(16)	-	1
PYU1_T000160	-	CBM57(16)	-	1
PYU1_T012848	-	CBM57(16)	-	1
PYU1_T010779	-	CBM57(16)	-	1
PYU1_T012649	-	CBM57(16)	-	1
PYU1_T002331	-	CBM57(16)	-	1
PYU1_T012647	-	CBM57(16)	-	1
PYU1_T009164	-	CBM57(16)	-	1
PYU1_T012290	-	CBM57(16)	-	1
PYU1_T008340	-	CBM57(16)	-	1
PYU1_T007032	-	CBM57(16)	-	1
PYU1_T009176	-	CBM57(16)	-	1
PYU1_T008722	-	-	CBM50	1
PYU1_T001432	-	-	CBM48+GH13_8	1
PYU1_T006906	-	-	GT13	1
PYU1_T010420	-	-	CBM48+GH13_8	1
PYU1_T012346	-	-	CBM48+GH13_8	1
PYU1_T010406	-	-	CBM48+GH13_8	1
PYU1_T008890	-	-	GT2	1
PYU1_T005088	-	-	GH16	1
PYU1_T006878	-	-	GT31	1
PYU1_T006767	-	-	GT68	1
PYU1_T001465	-	-	CBM48+GH13_8	1
PYU1_T000659	-	-	GT2	1
PYU1_T010856	-	-	AA1	1
PYU1_T004123	-	-	GT2	1
PYU1_T004764	-	-	CBM50	1
PYU1_T010404	-	-	CBM48+GH13_8	1
PYU1_T007930	-	-	CBM48	1
PYU1_T008994	-	-	CBM48+GH13_8	1
PYU1_T006949	-	-	CBM48+GH13_8	1
PYU1_T010413	-	-	CBM48+GH13_8	1
PYU1_T001096	-	-	CBM48+GH13_8	1
PYU1_T012783	-	-	CBM13+GT27	1
PYU1_T012876	-	-	GH3	1
PYU1_T013416	-	-	CBM48+GH13_8	1
PYU1_T010177	-	-	GH65	1
PYU1_T010396	-	-	CBM48+GH13_8	1
PYU1_T002556	-	-	GT96	1
PYU1_T004197	-	-	GT58	1
PYU1_T014327	-	-	GT4	1
PYU1_T014491	-	-	GT29	1
PYU1_T008016	-	-	CBM48+GH13_8	1
PYU1_T011208	-	-	CBM13	1
PYU1_T003983	-	-	GT68	1
PYU1_T012313	-	-	CBM48+GH13_8	1
PYU1_T014637	-	-	GT7	1
PYU1_T006018	-	-	GT20	1
PYU1_T010416	-	-	CBM48+GH13_8	1
PYU1_T007191	-	-	GT2	1
PYU1_T010393	-	-	CBM48+GH13_8	1
PYU1_T012598	-	-	GT68	1
PYU1_T014500	-	-	GT29	1
PYU1_T014493	-	-	GT29	1
PYU1_T005538	-	-	GT4	1
PYU1_T001312	-	-	CBM50	1
PYU1_T012799	-	-	GT2	1
PYU1_T012941	-	-	CBM48+GH13_8	1
PYU1_T004610	-	-	GT8	1
PYU1_T004926	-	-	GT68	1
PYU1_T006732	-	-	GT68	1
PYU1_T010702	-	-	GH16	1
PYU1_T000772	-	-	GH72	1
PYU1_T000600	-	-	GT0	1
PYU1_T006464	-	-	GH65	1
PYU1_T002676	-	-	CE8	1
PYU1_T002103	-	-	GT2	1
PYU1_T006777	-	-	GT68	1
PYU1_T003348	-	-	GH47	1
PYU1_T002163	-	-	GT68	1
PYU1_T014497	-	-	GT29	1
PYU1_T003764	-	-	GH19	1
PYU1_T007214	-	-	GH18	1
PYU1_T010399	-	-	CBM48+GH13_8	1
PYU1_T012064	-	-	GT2	1
PYU1_T006780	-	-	GT68	1
PYU1_T010343	-	-	GT2	1
PYU1_T006496	-	-	GT2+2.4.1.12	1
PYU1_T008008	-	-	CBM48+GH13_8	1
PYU1_T005637	-	-	CBM43	1
PYU1_T010976	-	-	GT30	1
PYU1_T003320	-	-	CBM48+GH13_8	1
PYU1_T008170	-	-	GH3	1
PYU1_T003676	-	-	GH28	1
PYU1_T009179	-	-	GT25	1
PYU1_T012096	-	-	GT2	1
PYU1_T002611	-	-	GH9	1
PYU1_T003665	-	-	GH38	1
PYU1_T011649	-	-	CBM13	1
PYU1_T013013	-	-	CBM48+GH13_8	1
PYU1_T013845	-	-	GT22	1
PYU1_T008006	-	-	CBM48+GH13_8	1
PYU1_T007002	-	-	GT1	1
PYU1_T000771	-	-	GH72	1
PYU1_T004653	-	-	CBM50	1
PYU1_T008291	-	-	CBM48+GH13_8	1
PYU1_T006958	-	-	GT31	1
PYU1_T010394	-	-	CBM48+GH13_8	1
PYU1_T010384	-	-	CBM48+GH13_8	1
PYU1_T009451	-	-	GH6	1
PYU1_T008992	-	-	CBM48+GH13_8	1
PYU1_T000051	-	-	GH18	1
PYU1_T008176	-	-	CBM48+GH13_8	1
PYU1_T000569	-	-	GH6	1
PYU1_T014494	-	-	GT29	1
PYU1_T012984	-	-	GH9	1
PYU1_T012668	-	-	GH63	1
PYU1_T006539	-	-	GT2	1
PYU1_T006764	-	-	GT68	1
PYU1_T008174	-	-	CBM48+GH13_8	1
PYU1_T010410	-	-	CBM48+GH13_8	1
PYU1_T000405	-	-	GT68	1
PYU1_T014541	-	-	GT22	1
PYU1_T011111	-	-	GT7	1
PYU1_T011583	-	-	CBM50	1
PYU1_T010401	-	-	CBM48+GH13_8	1
PYU1_T008442	-	-	GH5	1
PYU1_T013449	-	-	CBM50	1
PYU1_T010382	-	-	CBM48+GH13_8	1
PYU1_T010392	-	-	CBM48+GH13_8	1
PYU1_T002006	-	-	GH37	1
PYU1_T012900	-	-	GH101	1
PYU1_T010408	-	-	CBM48+GH13_8	1
PYU1_T015089	-	-	GH38	1
PYU1_T007988	-	-	GT68	1
PYU1_T008755	-	-	GT29	1
PYU1_T009244	-	-	CBM50	1
