Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
XP_008033049.1	PL8(380-623)	-	PL8_4	2
XP_008033095.1	AA4(69-267)	-	-	1
XP_008033118.1	GT8(5-261)	-	-	1
XP_008033127.1	GH3(147-346)	GH3(13)+CBM1(30)	CBM1+GH3+3.2.1.21+3.2.1.58	3
XP_008033141.1	GH27(111-351)	GH27(16)+CBM13(13)+CBM35(43)+CBM51(1)	GH27+3.2.1.22	3
XP_008033170.1	GH79(105-494)	-	GH79	2
XP_008033181.1	GT59(28-420)	GT59(1)	GT59	3
XP_008033225.1	GT49(153-395)	GT49(3)	GT49	3
XP_008033226.1	GH5_31(42-328)	-	GH5_31	2
XP_008033234.1	GH16(107-397)	GH16(53)	GH16	3
XP_008033235.1	GH16(37-326)	GH16(53)	GH16	3
XP_008033236.1	GH16(104-394)	GH16(53)	GH16	3
XP_008033286.1	GT25(81-335)	-	-	1
XP_008033365.1	GT33(44-526)	GT33(2)	GT33	3
XP_008033399.1	AA3_2(45-618)	AA3(21)	AA3_2	3
XP_008033410.1	GH31(300-843)	GH31(53)	GH31+GH31+3.2.1.20	3
XP_008033427.1	GH16(202-553)	GH16(13)	GH16	3
XP_008033517.1	AA2(43-301)	AA2(1)	AA2	3
XP_008033523.1	CE15(110-439)	CE15(2)+CBM1(20)	CBM1+CE15+3.1.1.-	3
XP_008033530.1	GH2(18-799)	GH2(46)	GH2	3
XP_008033554.1	GH18(57-416)	-	GH18	2
XP_008033563.1	GH79(36-413)	GH79(4)	GH79	3
XP_008033571.1	AA2(113-361)	-	-	1
XP_008033628.1	GH10(39-346)	GH10(54)+CBM1(2)+CBM2(23)	CBM1+GH10+3.2.1.8	3
XP_008033647.1	AA9(9-237)	AA9(6)	AA9	3
XP_008033651.1	PL14_5(96-306)	PL14(8)	PL14_5	3
XP_008033659.1	CE10(58-300)	-	-	1
XP_008033670.1	AA9(13-217)	AA9(6)	-	2
XP_008033684.1	GH55(38-767)	GH0(23)+GH55(2)	GH55+3.2.1.58	3
XP_008033759.1	AA9(8-225)	-	AA9	2
XP_008033807.1	AA3_3(9-609)	-	AA3_3	2
XP_008033809.1	AA2(45-307)	AA2(1)	AA2	3
XP_008033841.1	GT1(226-461)	-	-	1
XP_008033843.1	GT1(203-474)	-	-	1
XP_008033844.1	GT1(182-470)	-	-	1
XP_008033855.1	AA2(45-305)	AA2(1)	AA2	3
XP_008033878.1	GH92(286-805)	GH92(30)	GH92	3
XP_008033880.1	AA2(46-307)	AA2(1)	AA2	3
XP_008033881.1	AA2(45-307)	AA2(1)	AA2	3
XP_008033919.1	GT1(297-496)	-	-	1
XP_008033951.1	CE10(98-326)	-	-	1
XP_008033979.1	GT1(145-436)	-	-	1
XP_008034053.1	CE10(110-275)	-	-	1
XP_008034062.1	CE10(109-260)	-	-	1
XP_008034141.1	GH28(61-368)	GH28(55)	GH28+3.2.1.171	3
XP_008034190.1	AA9(8-227)	-	AA9	2
XP_008034217.1	GH63(589-1034)	GH0(2)	GH0	3
XP_008034229.1	GT1(229-473)	-	-	1
XP_008034244.1	GH28(61-368)	GH28(55)	GH28+3.2.1.171	3
XP_008034261.1	AA5_1(39-591)	AA5(3)	AA5_1	3
XP_008034303.1	GH154(17-366)	GH154(10)	GH154	3
XP_008034329.1	GH32(47-342)	GH32(26)+CBM38(1)	GH32	3
XP_008034357.1	CE10(109-308)	-	-	1
XP_008034431.1	GT1(188-434)	-	-	1
XP_008034433.1	GT2_Chitin_synth_2(438-944)	GT2(161)	GT2	3
XP_008034446.1	GH5_9(250-571)	GH5(20)	GH5_9	3
XP_008034496.1	GT1(198-482)	-	-	1
XP_008034498.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008034499.1	AA2(45-305)	AA2(1)	AA2	3
XP_008034503.1	GH18(7-347)	GH18(20)	GH18	3
XP_008034531.1	CE10(183-340)	-	-	1
XP_008034574.1	GT2_Chitin_synth_1(426-589)	GT2(9)	GT2	3
XP_008034575.1	GH16(36-305)	GH16(53)	-	2
XP_008034580.1	GH18(95-303)	-	-	1
XP_008034613.1	GH5_7(127-406)	GH5(43)+CBM1(32)	CBM1+GH5_7	3
XP_008034657.1	GT2_Glyco_tranf_2_3(52-284)	-	GT2	2
XP_008034722.1	GH135(17-253)	-	-	1
XP_008034726.1	GH18(152-566)	GH18(32)+CBM55(1)	-	2
XP_008034765.1	GH13_8(231-524)	GH13(94)+CBM48(20)	CBM48+GH13_8	3
XP_008034795.1	GH79(49-371)	-	GH79	2
XP_008034803.1	GT2_Chitin_synth_2(1229-1736)	GT2(161)	GT2	3
XP_008034819.1	GH128(147-366)	-	-	1
XP_008034944.1	GT8(223-464)	GT8(60)	-	2
XP_008034952.1	GH79(45-503)	-	-	1
XP_008035004.1	CE15(43-367)	-	CE15	2
XP_008035037.1	GH47(55-475)	GH47(13)	GH47	3
XP_008035082.1	AA2(46-304)	AA2(1)	AA2	3
XP_008035134.1	AA9(7-228)	AA9(13)	AA9+CBM1	3
XP_008035166.1	GH135(18-252)	-	-	1
XP_008035226.1	GH3(137-361)	GH3(41)	GH3	3
XP_008035227.1	AA3_2(47-635)	AA3(2)	AA3_2	3
XP_008035228.1	AA5_1(21-549)	AA5(8)	AA5_1	3
XP_008035241.1	AA5_1(23-552)	AA5(8)	AA5_1	3
XP_008035245.1	AA5_1(25-555)	AA5(8)	AA5_1	3
XP_008035252.1	GT1(241-441)	-	-	1
XP_008035256.1	CE4(45-150)	-	-	1
XP_008035258.1	AA3_2(37-612)	AA3(11)	AA3_2	3
XP_008035304.1	GT57(69-566)	GT57(2)	GT57	3
XP_008035320.1	GH105(129-371)	-	-	1
XP_008035404.1	AA9(8-224)	AA9(15)	AA9	3
XP_008035417.1	GH2(6-672)	GH2(21)	GH2	3
XP_008035419.1	GT2_Chitin_synth_1(208-379)	GT2(171)	GT2	3
XP_008035432.1	GH9(49-522)	GH9(19)	GH9	3
XP_008035436.1	AA9(5-212)	AA9(17)	AA9	3
XP_008035446.1	CE10(163-292)	-	-	1
XP_008035457.1	AA9(9-228)	-	AA9+CBM1	2
XP_008035545.1	AA3_2(12-595)	AA3(20)	AA3_2	3
XP_008035546.1	GH53(21-338)	GH53(11)	GH53+3.2.1.89	3
XP_008035590.1	GH125(76-484)	GH125(2)	GH125	3
XP_008035667.1	GH128(58-276)	GH128(2)	-	2
XP_008035710.1	CE4(148-264)	-	-	1
XP_008035757.1	GT32(76-156)	GT32(35)	GT32	3
XP_008035768.1	GH18(2-417)	GH18(30)	GH18	3
XP_008035856.1	GH85(76-413)	-	-	1
XP_008035859.1	AA3_3(5-625)	AA3(4)	AA3_3+1.1.3.13	3
XP_008035910.1	GH5_9(295-588)	GH5(20)	GH5_9	3
XP_008035923.1	GT39(71-310)	GT39(2)	GT39	3
XP_008035963.1	GH79(45-500)	-	-	1
XP_008035965.1	AA1_1(37-337)	AA1(2)	AA1_1	3
XP_008035966.1	AA1_1(38-340)	AA1(2)	AA1_1	3
XP_008035971.1	GH10(87-380)	GH10(4)+CBM1(2)+CBM2(23)	CBM1+GH10	3
XP_008035972.1	GH92(255-736)	GH92(34)	GH92	3
XP_008035982.1	AA5_1(24-552)	AA5(8)	AA5_1	3
XP_008036092.1	CE16(27-269)	-	-	1
XP_008036125.1	GH13_1(58-362)	-	GH13_1+3.2.1.1	2
XP_008036133.1	GT4(499-666)	-	GT4+2.4.1.231	2
XP_008036166.1	CE16(19-268)	-	-	1
XP_008036174.1	GH5_9(308-617)	GH5(20)	GH5_9	3
XP_008036179.1	GT50(180-449)	GT50(1)	GT50	3
XP_008036231.1	GH89(62-719)	GH89(8)	GH89	3
XP_008036245.1	AA3_2(27-624)	AA3(2)	AA3_2	3
XP_008036254.1	AA5_1(212-762)	AA5(9)	AA5_1	3
XP_008036368.1	PL14(216-388)	PL14(8)	-	2
XP_008036372.1	GT4(224-411)	GT4(145)	GT4	3
XP_008036376.1	PL14_4(79-297)	PL14(3)	-	2
XP_008036386.1	GH5_12(29-576)	GH5(76)	GH5_12	3
XP_008036475.1	GH63(586-799)	GH63(5)	GH63	3
XP_008036477.1	AA4(113-333)	-	-	1
XP_008036488.1	GH88(69-391)	GH88(3)	GH88	3
XP_008036499.1	GH31(254-769)	GH31(20)	GH31	3
XP_008036515.1	GT15(71-341)	GT15(1)	GT15	3
XP_008036543.1	GT58(31-389)	GT58(1)	GT58	3
XP_008036556.1	GH5_50(156-437)	-	GH5_50	2
XP_008036560.1	GH55(19-756)	GH0(23)+GH55(2)	GH55	3
XP_008036579.1	AA3_2(14-566)	AA3(3)	AA3_2	3
XP_008036611.1	GT22(7-405)	GT22(5)	GT22	3
XP_008036628.1	GH6(120-415)	GH6(4)+CBM1(3)	CBM1+GH6	3
XP_008036637.1	CE16(28-299)	-	-	1
XP_008036687.1	CE10(120-277)	-	-	1
XP_008036730.1	GT48(623-1396)	GT48(1)	GT48	3
XP_008036750.1	GT39(141-379)	GT39(3)	GT39	3
XP_008036803.1	GH43_24(44-279)+CBM35(326-442)	-	CBM35+GH43_24+3.2.1.145	2
XP_008036820.1	GT8(89-301)	-	-	1
XP_008036857.1	GH31(266-700)	GH31(1)	GH31	3
XP_008036896.1	GH105(97-350)	-	-	1
XP_008036898.1	AA1_1(40-340)	AA1(2)	AA1_1	3
XP_008036945.1	GH3(36-249)	GH3(40)	GH3	3
XP_008037048.1	CBM21(325-428)	CBM21(7)	-	2
XP_008037064.1	PL14_4(46-263)	-	-	1
XP_008037065.1	PL14_4(49-264)	PL14(3)	-	2
XP_008037121.1	GH3(37-251)	GH3(40)	GH3	3
XP_008037122.1	CE16(19-274)	-	-	1
XP_008037164.1	GH71(39-476)	GH71(4)	-	2
XP_008037229.1	GH15(49-449)+CBM20(486-572)	GH15(14)+CBM20(5)	CBM20+GH15	3
XP_008037261.1	GH146(269-538)	-	-	1
XP_008037302.1	AA9(9-227)	-	AA9	2
XP_008037305.1	GH35(66-380)	GH35(5)	GH35	3
XP_008037380.1	GH43_6(42-335)	-	-	1
XP_008037410.1	GH71(36-452)	GH71(1)	GH71	3
XP_008037447.1	GH131(22-252)	GH131(1)+CBM1(21)	CBM1+GH131	3
XP_008037553.1	GH43_6(35-327)	-	GH43_6+3.2.1.99	2
XP_008037604.1	CE10(12-338)	-	-	1
XP_008037610.1	GH30_3(56-487)	-	GH30_3+3.2.1.75	2
XP_008037632.1	GH30_3(57-491)	-	GH30_3+3.2.1.75	2
XP_008037633.1	GH30_3(58-439)	-	GH30_3+3.2.1.75	2
XP_008037793.1	GT57(20-494)	GT57(1)	GT57	3
XP_008037933.1	AA3_3(6-601)	AA3(28)	AA3_3	3
XP_008037936.1	CE16(46-319)	-	-	1
XP_008037945.1	CE10(490-723)	-	-	1
XP_008037949.1	AA9(7-228)	AA9(13)+CBM1(38)	AA9+CBM1	3
XP_008037950.1	AA9(8-228)	AA9(13)+CBM1(7)	AA9+CBM1	3
XP_008037961.1	CE10(46-352)	-	-	1
XP_008037982.1	GT66(25-710)	GT66(1)	GT66	3
XP_008037997.1	GT15(84-354)	GT15(1)	GT15	3
XP_008038061.1	AA3_2(35-607)	AA3(21)	AA3_2	3
XP_008038071.1	GT2_Glycos_transf_2(66-244)	-	GT2	2
XP_008038129.1	GH16(93-257)	-	-	1
XP_008038162.1	AA2(42-304)	AA2(1)	AA2	3
XP_008038191.1	GH16(58-331)	GH16(53)	-	2
XP_008038233.1	AA1_1(36-332)	AA1(2)	AA1_1	3
XP_008038247.1	GH15(44-449)+CBM20(487-572)	GH15(14)+CBM20(5)	CBM20+GH15	3
XP_008038270.1	GH18(50-291)	-	-	1
XP_008038288.1	AA1_1(36-335)	AA1(2)	AA1_1	3
XP_008038317.1	GT15(62-332)	GT15(1)	GT15	3
XP_008038395.1	GH18(110-304)	-	GH18	2
XP_008038414.1	GH32(46-333)	GH32(26)	GH32	3
XP_008038499.1	GH5_15(75-253)	-	-	1
XP_008038646.1	GH16(59-389)	GH16(37)+CBM56(4)	GH16	3
XP_008038658.1	CE10(139-400)	-	-	1
XP_008038659.1	CE10(131-394)	-	-	1
XP_008038688.1	AA3_2(14-608)	-	AA3_2	2
XP_008038695.1	CE10(7-284)	-	-	1
XP_008038701.1	GH47(91-567)	GH47(1)	GH47	3
XP_008038723.1	GH47(74-576)	GH47(1)	GH47	3
XP_008038743.1	CE10(5-271)	-	-	1
XP_008038770.1	CE4(222-334)	-	CE4	2
XP_008038819.1	GH13_25(1122-1576)	GH133(2)	GH13_25+GH133	3
XP_008038849.1	GH7(20-456)	GH7(1)+CBM1(1)	GH7	3
XP_008038916.1	GT39(53-294)	GT39(2)	GT39	3
XP_008038917.1	CE10(139-382)	-	-	1
XP_008038921.1	GH18(102-332)	-	GH18	2
XP_008038922.1	GH18(63-276)	-	-	1
XP_008038942.1	CE16(33-302)	CE16(2)	-	2
XP_008038953.1	GH32(46-341)	GH32(26)+CBM38(1)	GH32	3
XP_008038957.1	CE10(108-257)	-	-	1
XP_008038975.1	CE10(100-277)	-	-	1
XP_008039133.1	AA14(22-284)	-	AA14+1.-.-.-	2
XP_008039134.1	GH13_5(40-379)	GH13(25)	GH13_5	3
XP_008039157.1	GT17(65-350)	GT17(1)	GT17	3
XP_008039160.1	GH10(83-392)	GH10(54)+CBM1(2)+CBM2(23)	CBM1+GH10+3.2.1.8	3
XP_008039197.1	GH18(28-276)	GH18(44)+CBM19(1)	CBM5+GH18+3.2.1.14	3
XP_008039226.1	GH10(87-398)	GH10(37)+CBM1(2)+CBM2(23)	CBM1+GH10+3.2.1.8	3
XP_008039231.1	GH109(11-126)	-	-	1
XP_008039250.1	GH18(30-289)	GH18(44)+CBM1(13)+CBM19(1)	CBM5+GH18+3.2.1.14	3
XP_008039287.1	AA7(129-332)	-	-	1
XP_008039288.1	AA7(130-570)	-	-	1
XP_008039347.1	AA14(19-280)	-	AA14+1.-.-.-	2
XP_008039374.1	GH71(29-422)	-	-	1
XP_008039465.1	GH18(33-323)	GH18(44)+CBM1(13)+CBM19(1)	GH18	3
XP_008039471.1	GT22(8-396)	GT22(9)	GT22	3
XP_008039488.1	GH17(124-395)	GH17(35)	GH17	3
XP_008039564.1	AA7(131-315)	-	-	1
XP_008039566.1	GH152(26-257)	GH152(7)	GH152	3
XP_008039567.1	GH152(26-255)	GH152(7)	GH152	3
XP_008039618.1	GT20(160-466)	GT20(2)+CBM20(39)	GT20	3
XP_008039631.1	GH7(20-456)	GH7(1)+CBM1(1)	GH7	3
XP_008039724.1	GH5_9(138-447)	GH5(5)	GH5_9	3
XP_008039787.1	GH37(148-718)	GH37(2)	GH37	3
XP_008039792.1	AA3_2(70-647)	AA3(6)	AA3_2	3
XP_008039803.1	AA14(23-285)	-	AA14+1.-.-.-	2
XP_008039807.1	AA14(19-281)	-	AA14+1.-.-.-	2
XP_008039870.1	GH71(29-420)	-	-	1
XP_008039932.1	GH5_5(83-363)	GH5(14)+CBM1(5)	CBM1+GH5_5+3.2.1.4	3
XP_008040018.1	GH18(67-278)	-	-	1
XP_008040020.1	AA3_2(38-610)	AA3(28)	AA3_2	3
XP_008040039.1	GH78(18-271)	-	-	1
XP_008040066.1	GH79(113-506)	-	GH79	2
XP_008040067.1	GH79(113-506)	-	GH79	2
XP_008040091.1	AA7(44-222)	-	-	1
XP_008040112.1	GH13_1(55-358)	CBM20(32)	GH13_1	3
XP_008040114.1	GH38(298-556)	GH38(5)	GH38	3
XP_008040187.1	CE2(157-362)	-	CE0	2
XP_008040203.1	GH115(42-687)	GH115(8)	GH115+3.2.1.131	3
XP_008040222.1	GH18(62-273)	-	-	1
XP_008040339.1	GH3(208-408)	GH3(13)+CBM1(30)	GH3	3
XP_008040382.1	CE10(81-332)	-	-	1
XP_008040383.1	CE10(82-333)	-	-	1
XP_008040388.1	CE10(83-336)	-	-	1
XP_008040401.1	GH28(62-368)	GH28(55)	GH28+3.2.1.171	3
XP_008040468.1	GH79(101-503)	GH79(13)	GH79	3
XP_008040469.1	GH79(99-500)	-	GH79	2
XP_008040470.1	GH79(86-480)	GH79(13)	GH79	3
XP_008040509.1	GH115(36-679)	GH115(8)	GH115+3.2.1.131	3
XP_008040536.1	GH18(62-265)	-	-	1
XP_008040546.1	AA3_3(5-603)	AA3(4)	AA3_3	3
XP_008040603.1	GH3(71-298)	GH3(61)	GH3	3
XP_008040650.1	GT20(175-635)	GT20(15)	GT20	3
XP_008040683.1	GT35(152-867)	GT35(1)	GT35	3
XP_008040692.1	GH78(69-627)	GH78(13)	GH78	3
XP_008040771.1	GH3(223-424)	GH3(13)+CBM1(30)	GH3	3
XP_008040800.1	AA3_2(28-590)	AA3(11)	AA3_2	3
XP_008040825.1	CE10(23-278)	-	-	1
XP_008040837.1	CE10(82-359)	-	-	1
XP_008040842.1	CE10(56-249)	-	-	1
XP_008040846.1	GH3(213-414)	GH3(13)+CBM1(30)	GH3	3
XP_008040847.1	GH3(207-408)	GH3(13)+CBM1(30)	GH3	3
XP_008040953.1	GT2_Glycos_transf_2(7-174)	GT2(241)	GT2	3
XP_008040970.1	GH13_32(71-338)+CBM20(504-591)	CBM20(3)+CBM25(8)	GH13_32	3
XP_008041015.1	GT4(172-311)	-	GT4	2
XP_008041035.1	GH95(31-798)	-	GH95	2
XP_008041036.1	GH71(2-389)	-	GH71	2
XP_008041037.1	CE10(35-320)	-	-	1
XP_008041038.1	CE10(48-313)	-	-	1
XP_008041086.1	GH12(102-256)	GH12(25)	GH12	3
XP_008041125.1	GH18(64-428)	GH18(20)	CBM5+GH18	3
XP_008041242.1	GH16(58-306)	-	-	1
XP_008041268.1	GH1(1-456)	GH1(8)	GH1+3.2.1.21	3
XP_008041272.1	GH5_5(95-389)	GH5(81)+CBM1(8)	CBM1+GH5_5	3
XP_008041332.1	AA1_2(40-399)	AA1(16)	AA1_2	3
XP_008041371.1	GH51(181-645)	GH51(25)	GH51+3.2.1.55	3
XP_008041465.1	GH18(61-409)	GH18(20)+CBM16(5)	CBM5+GH18	3
XP_008041466.1	AA8(2-767)	AA3(13)+AA8(2)	AA3_1+AA8	3
XP_008041518.1	GH28(39-353)	GH28(20)	GH28	3
XP_008041524.1	GT2_Glyco_trans_2_3(603-817)	GT0(19)	GT0	3
XP_008041525.1	GH16(274-607)	GH16(6)	-	2
XP_008041578.1	CE10(14-286)	-	-	1
XP_008041608.1	AA5_1(22-620)	AA5(3)	AA5_1	3
XP_008041612.1	CE10(62-338)	-	-	1
XP_008041629.1	GH128(34-246)	-	-	1
XP_008041687.1	AA6(56-251)	AA6(1)	AA6	3
XP_008041734.1	GT1(240-451)	-	-	1
XP_008041839.1	GH10(52-357)	-	GH10+3.2.1.8	2
XP_008041868.1	AA9(8-217)	AA9(17)	AA9+1.14.99.54	3
XP_008041957.1	AA9(6-221)	AA9(7)+CBM1(25)	AA9+CBM1	3
XP_008042056.1	AA2(45-304)	AA2(1)	AA2	3
XP_008042057.1	GH25(31-215)	GH25(83)	-	2
XP_008042067.1	AA2(8-177)	AA2(1)	AA2	3
XP_008042070.1	AA2(44-303)	AA2(1)	AA2	3
XP_008042071.1	AA2(44-304)	AA2(1)	AA2	3
XP_008042072.1	AA2(84-344)	AA2(1)	AA2	3
XP_008042100.1	AA5_1(21-549)	AA5(8)	AA5_1	3
XP_008042133.1	GT24(1267-1514)	GT24(1)	GT24	3
XP_008042159.1	GH5_50(95-392)	GH5(36)	GH5_50	3
XP_008042190.1	CE10(98-336)	-	-	1
XP_008042193.1	GT20(109-591)	GT20(4)	GT20	3
XP_008042246.1	CE10(60-329)	-	-	1
XP_008042274.1	AA3_2(31-583)	AA3(30)	AA3_2	3
XP_008042291.1	GH16(98-269)	-	CBM18+GH16	2
XP_008042312.1	GH28(44-397)	GH28(18)	-	2
XP_008042350.1	GH51(21-532)	GH51(7)	GH51	3
XP_008042368.1	GH5_9(250-571)	GH5(20)	GH5_9	3
XP_008042384.1	GH47(49-502)	GH47(2)	GH47	3
XP_008042399.1	CE10(216-361)	-	-	1
XP_008042454.1	AA2(44-304)	AA2(1)	AA2	3
XP_008042466.1	AA2(44-304)	AA2(1)	AA2	3
XP_008042468.1	AA2(42-301)	AA2(1)	AA2	3
XP_008042508.1	GH20(172-509)	GH20(47)	GH20+3.2.1.52	3
XP_008042592.1	GH152(25-253)	GH152(7)	GH152	3
XP_008042647.1	GH152(25-255)	GH152(7)	GH152	3
XP_008042667.1	CE16(88-344)	CE16(3)+CBM1(44)	CBM1+CE16	3
XP_008042825.1	GT8(87-305)	-	-	1
XP_008042829.1	GH152(25-253)	GH152(7)	GH152	3
XP_008042889.1	CE10(37-327)	-	-	1
XP_008042930.1	PL14_4(66-290)	-	-	1
XP_008042939.1	GH5_9(197-522)	GH5(20)	GH5_9	3
XP_008042940.1	CE9(10-270)+CE9(342-486)	CE9(64)	CE9	3
XP_008042943.1	GH3(74-324)	GH3(33)	GH3	3
XP_008042972.1	GH31(354-809)	GH31(7)	GH31	3
XP_008042996.1	GH28(53-394)	GH28(18)	GH28	3
XP_008043052.1	AA7(508-833)	-	-	1
XP_008043083.1	GH10(39-347)	GH10(54)+CBM1(2)	CBM1+GH10+3.2.1.8	3
XP_008043239.1	CE10(169-487)	-	-	1
XP_008043254.1	GH18(61-269)	-	-	1
XP_008043357.1	GT48(762-1533)	GT48(1)	GT48	3
XP_008043362.1	CE10(387-633)	-	-	1
XP_008043377.1	GT2_Chitin_synth_2(1232-1739)	GT2(161)	GT2	3
XP_008043378.1	GT90(307-616)	GT90(1)	GT90	3
XP_008043413.1	CE10(24-306)	-	-	1
XP_008043435.1	AA3_2(42-609)	AA3(11)	AA3_2	3
XP_008043437.1	AA9(6-215)	AA9(17)	AA9	3
XP_008043447.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008043453.1	GT1(199-412)	-	-	1
XP_008043465.1	GH28(37-353)	GH28(20)	GH28	3
XP_008043489.1	GH152(25-255)	GH152(7)	GH152	3
XP_008043615.1	GH152(32-260)	GH152(7)	GH152	3
XP_008043621.1	AA2(40-301)	AA2(1)	AA2	3
XP_008043623.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008043625.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008043626.1	AA2(51-313)	AA2(1)	AA2+1.11.1.14	3
XP_008043644.1	AA7(78-270)	-	-	1
XP_008043651.1	GT22(19-239)	-	-	1
XP_008043705.1	GT69(142-380)	GT69(1)	GT69	3
XP_008043726.1	GH30_4(26-451)	GH30(34)	CBM13+GH30	3
XP_008043740.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008043746.1	AA7(122-541)	-	-	1
XP_008043751.1	AA7(124-298)	-	-	1
XP_008043758.1	AA2(42-300)	AA2(1)	AA2	3
XP_008043778.1	AA2(44-304)	AA2(1)	AA2	3
XP_008043804.1	CE10(108-258)	-	-	1
XP_008043927.1	AA3_2(42-617)	AA3(11)	AA3_2	3
XP_008043929.1	AA3_2(14-595)	AA3(20)	AA3_2	3
XP_008043960.1	GH28(43-407)	-	-	1
XP_008043961.1	AA1_3(110-406)	AA1(38)	AA1	3
XP_008043965.1	CE10(33-328)	-	-	1
XP_008043986.1	AA9(9-225)	AA9(6)	-	2
XP_008043999.1	GH45(26-228)	-	-	1
XP_008044069.1	GT69(207-467)	-	-	1
XP_008044081.1	GH5_22(48-342)	GH5(60)	GH5_22+3.2.1.37	3
XP_008044118.1	CE10(45-328)	-	-	1
XP_008044137.1	GT15(19-289)	GT15(1)	GT15	3
XP_008044154.1	GT15(78-348)	GT15(1)	GT15	3
XP_008044196.1	AA2(45-307)	AA2(1)	AA2+1.11.1.14	3
XP_008044242.1	AA3_4(46-613)	AA3(12)	AA3_4	3
XP_008044269.1	GH128(64-280)	-	-	1
XP_008044281.1	GH79(102-508)	-	GH79	2
XP_008044301.1	AA9(9-227)	-	AA9	2
XP_008044313.1	GH145(38-366)	GH145(3)	GH145	3
XP_008044317.1	CE10(35-310)	-	-	1
XP_008044342.1	GH5_22(47-340)	GH5(60)	GH5_22+3.2.1.37	3
XP_008044362.1	GT69(162-389)	-	-	1
XP_008044389.1	GT3(15-657)	GT3(1)	GT3	3
XP_008044391.1	AA3_2(19-587)	AA3(11)	AA3_2	3
XP_008044441.1	GH105(143-341)	-	GH0	2
XP_008044494.1	GT76(26-437)	GT76(3)	-	2
XP_008044536.1	GH16(59-388)	GH16(37)+CBM4(2)+CBM56(4)+CBM6(15)	GH16	3
XP_008044537.1	GH16(58-389)	GH16(37)+CBM6(15)	GH16	3
XP_008044538.1	GT2_Glyco_trans_2_3(488-701)	GT0(19)	GT0	3
