Gene ID	HMMER	Hotpep	DIAMOND	#ofTools
HpaP811466	GH31(413-886)	GH31(7)	GH31	3
HpaP811610	GT4(208-344)	GT4(194)	GT4	3
HpaP811655	GH19(49-254)	CBM18(1)	GH19	3
HpaP811854	AA2(31-276)	-	-	1
HpaP811890	PL3_2(40-228)	PL3(9)	PL3_2	3
HpaP811893	PL3_2(40-230)	-	PL3_2	2
HpaP811894	PL3_2(40-230)	-	PL3_2	2
HpaP811912	GH3(82-300)	GH3(40)	GH3	3
HpaP811924	AA16(27-195)	-	-	1
HpaP811933	CE11(63-280)	-	-	1
HpaP811937	GH123(601-809)	-	GH123	2
HpaP812029	GT60(44-357)	-	-	1
HpaP812139	GH28(74-377)	GH28(19)	GH28	3
HpaP812140	GH28(65-338)	GH28(19)	GH28+3.2.1.15	3
HpaP812415	GT33(25-450)	GT33(2)	GT33	3
HpaP812720	PL1_4(125-318)	PL1(21)	PL1_4	3
HpaP812792	GT50(129-244)	-	-	1
HpaP812935	GH3(2-152)	-	GH3	2
HpaP813111	GH10(1-188)	-	GH10	2
HpaP813233	GT71(126-357)	GT71(21)	GT71	3
HpaP813265	GH63(630-922)	GH63(2)	GH63	3
HpaP813332	GT60(70-367)	-	-	1
HpaP813395	GH6(39-293)	-	-	1
HpaP813396	GH6(43-297)	GH6(15)	-	2
HpaP813434	GT2_Glyco_trans_2_3(640-837)	-	GT2	2
HpaP813435	GT2_Glyco_trans_2_3(639-856)	-	GT2	2
HpaP813503	GT48(873-1600)	GT48(3)	GT48	3
HpaP813646	GT20(323-819)	CBM20(39)	GT20	3
HpaP813659	GT48(849-1604)	GT48(3)	GT48	3
HpaP813685	GT71(192-425)	GT71(21)	-	2
HpaP813901	GT71(66-338)	-	GT71	2
HpaP813979	GT71(191-424)	GT71(21)	-	2
HpaP814266	GT57(35-510)	GT57(1)	GT57	3
HpaP814327	GH13_9(1-285)	GH13(69)+CBM48(12)	CBM48+GH13	3
HpaP814377	GH12(92-241)	-	-	1
HpaP814555	GT35(8-298)	GT35(5)	GT35	3
HpaP814599	GH32(28-196)	-	-	1
HpaP814606	PL3_2(9-199)	PL3(9)	PL3_2	3
HpaP814610	GH81(8-603)	GH81(7)	GH81	3
HpaP814664	GH32(46-386)	-	GH32	2
HpaP814677	GT24(605-850)	GT24(1)	GT24	3
HpaP814688	GH81(64-728)	GH81(7)	GH81	3
HpaP814741	GH28(13-285)	GH28(19)	GH28	3
HpaP814834	GH35(64-239)	-	-	1
HpaP800500	-	CE4(1)	CE4	2
HpaP808509	-	GH0(104)	GH0	2
HpaP807936	-	GH16(52)	GH16	2
HpaP807942	-	GH16(52)	GH16	2
HpaP807937	-	GH16(52)	GH16	2
HpaP807935	-	GH16(52)	GH16	2
HpaP807950	-	GH16(52)	GH16	2
HpaP807939	-	GH16(52)	GH16	2
HpaP806350	-	GH16(52)	GH16	2
HpaP811909	-	GH3(40)	GH3	2
HpaP800875	-	GH47(3)	-	1
HpaP802486	-	AA1(26)	AA1	2
HpaP805339	-	GT39(15)	-	1
HpaP811648	-	GT41(17)	GT41	2
HpaP800407	-	CBM1(35)	-	1
HpaP800548	-	CBM10(1)	-	1
HpaP800305	-	CBM10(1)	-	1
HpaP807875	-	CBM20(37)	-	1
HpaP800680	-	CBM5(29)+CBM73(8)	-	1
HpaP814750	-	CBM5(68)	CBM5+GH19	2
HpaP810992	-	CBM5(68)	-	1
HpaP804523	-	CBM5(68)	-	1
HpaP800503	-	CBM57(16)	-	1
HpaP800504	-	CBM57(16)	-	1
HpaP804306	-	CBM57(16)	-	1
HpaP805711	-	CBM57(16)	-	1
HpaP805712	-	CBM57(16)	-	1
HpaP809710	-	CBM57(16)	-	1
HpaP812757	-	CBM57(16)	-	1
HpaP801449	-	CBM57(16)	-	1
HpaP807317	-	CBM57(16)	-	1
HpaP804663	-	CBM9(2)	-	1
HpaP804826	-	-	GT4	1
HpaP800766	-	-	GT8	1
HpaP809929	-	-	CBM48+GH13_8	1
HpaP805604	-	-	CBM48+GH13_8	1
HpaP805101	-	-	GT2	1
HpaP810938	-	-	GT13	1
HpaP802251	-	-	GH9	1
HpaP800137	-	-	GT0	1
HpaP804488	-	-	CBM50	1
HpaP813786	-	-	GH9	1
HpaP806370	-	-	CBM50	1
HpaP813517	-	-	CBM48+GH13_8	1
HpaP808625	-	-	GH65	1
HpaP806122	-	-	GT2	1
HpaP803986	-	-	GT31	1
HpaP801381	-	-	GT2	1
HpaP814486	-	-	GT13	1
HpaP803520	-	-	CBM13+GT27	1
HpaP810531	-	-	GT47	1
HpaP800609	-	-	GT68	1
HpaP804542	-	-	CBM48+GH13_8	1
HpaP808378	-	-	CBM48+GH13_8	1
HpaP805678	-	-	GT22	1
HpaP802250	-	-	GH9	1
HpaP805607	-	-	CBM48+GH13_8	1
HpaP810040	-	-	GT2+2.4.1.12	1
HpaP808099	-	-	GT4	1
HpaP801988	-	-	GT31	1
HpaP808517	-	-	GT20	1
HpaP803400	-	-	GH63	1
HpaP811358	-	-	GT2	1
HpaP808514	-	-	GT20	1
HpaP806686	-	-	CBM48+GH13_8	1
HpaP802100	-	-	GH72	1
HpaP806683	-	-	CBM48+GH13_8	1
HpaP811098	-	-	GT2	1
HpaP802063	-	-	CE8	1
HpaP805411	-	-	GT2	1
HpaP810056	-	-	GT2	1
HpaP801487	-	-	GT2	1
HpaP805274	-	-	CBM48+GH13_8	1
HpaP802468	-	-	GH37	1
HpaP801785	-	-	CE8	1
HpaP813428	-	-	CBM50	1
HpaP813189	-	-	GT1	1
HpaP802307	-	-	CBM48+GH13_8	1
HpaP802436	-	-	GH72	1
HpaP807399	-	-	GT2	1
HpaP812034	-	-	GH3	1
HpaP804875	-	-	GT7	1
HpaP814378	-	-	GT2	1
HpaP809935	-	-	CBM48+GH13_8	1
HpaP806523	-	-	GH6	1
HpaP807555	-	-	GT2	1
HpaP810039	-	-	GT2	1
HpaP800790	-	-	CBM50	1
HpaP806280	-	-	GH18	1
HpaP814200	-	-	GT25	1
HpaP809175	-	-	GH16	1
HpaP807358	-	-	AA1	1
HpaP807750	-	-	GH6	1
HpaP811944	-	-	GT2	1
HpaP802636	-	-	CBM48	1
HpaP809723	-	-	GT30	1
HpaP812424	-	-	GT29	1
HpaP804195	-	-	CBM43	1
HpaP805436	-	-	CBM48+GH13_8	1
HpaP811695	-	-	GT2	1
HpaP801989	-	-	GT31	1
HpaP813694	-	-	GH101	1
HpaP802062	-	-	CE8	1
HpaP800989	-	-	GT2	1
HpaP813806	-	-	GT31	1
HpaP804371	-	-	GH47	1
HpaP802469	-	-	GH37	1
HpaP809725	-	-	GH38	1
HpaP803014	-	-	GT22	1
HpaP802101	-	-	GH72	1
HpaP803521	-	-	CBM13+GT27	1
